state,county,fips,population,pop_density,date,cases,case_ratio,deaths,deaths_ratio,Median AQI in 2019,stay at home order,Mandatory Quarantine for Travelers,NonNoEssential Business Closures,Large Gatherings Ban,StateNoMandated School Closures,Bar/Restaurant Limits,Primary Election Postponement,Emergency Declaration,Total.x,ar_Under_1_years_White,ar_1_to_9_years_White,ar_10_to_14_years_White,ar_15_to_17_years_White,ar_18_and_19_years_White,ar_20_to_24_years_White,ar_25_to_29_years_White,ar_30_to_34_years_White,ar_35_to_44_years_White,ar_45_to_54_years_White,ar_55_to_64_years_White,ar_65_to_74_years_White,ar_75_to_84_years_White,ar_85_years_and_over_White,ar_Under_1_years_Black,ar_1_to_9_years_Black,ar_10_to_14_years_Black,ar_15_to_17_years_Black,ar_18_and_19_years_Black,ar_20_to_24_years_Black,ar_25_to_29_years_Black,ar_30_to_34_years_Black,ar_35_to_44_years_Black,ar_45_to_54_years_Black,ar_55_to_64_years_Black,ar_65_to_74_years_Black,ar_75_to_84_years_Black,ar_85_years_and_over_Black,ar_Under_1_years_Native,ar_1_to_9_years_Native,ar_10_to_14_years_Native,ar_15_to_17_years_Native,ar_18_and_19_years_Native,ar_20_to_24_years_Native,ar_25_to_29_years_Native,ar_30_to_34_years_Native,ar_35_to_44_years_Native,ar_45_to_54_years_Native,ar_55_to_64_years_Native,ar_65_to_74_years_Native,ar_75_to_84_years_Native,ar_85_years_and_over_Native,ar_Under_1_years_Asian,ar_1_to_9_years_Asian,ar_10_to_14_years_Asian,ar_15_to_17_years_Asian,ar_18_and_19_years_Asian,ar_20_to_24_years_Asian,ar_25_to_29_years_Asian,ar_30_to_34_years_Asian,ar_35_to_44_years_Asian,ar_45_to_54_years_Asian,ar_55_to_64_years_Asian,ar_65_to_74_years_Asian,ar_75_to_84_years_Asian,ar_85_years_and_over_Asian,ar_Under_1_years_PI,ar_1_to_9_years_PI,ar_10_to_14_years_PI,ar_15_to_17_years_PI,ar_18_and_19_years_PI,ar_20_to_24_years_PI,ar_25_to_29_years_PI,ar_30_to_34_years_PI,ar_35_to_44_years_PI,ar_45_to_54_years_PI,ar_55_to_64_years_PI,ar_65_to_74_years_PI,ar_75_to_84_years_PI,ar_85_years_and_over_PI,ar_Under_1_years_Hispanic,ar_1_to_9_years_Hispanic,ar_10_to_14_years_Hispanic,ar_15_to_17_years_Hispanic,ar_18_and_19_years_Hispanic,ar_20_to_24_years_Hispanic,ar_25_to_29_years_Hispanic,ar_30_to_34_years_Hispanic,ar_35_to_44_years_Hispanic,ar_45_to_54_years_Hispanic,ar_55_to_64_years_Hispanic,ar_65_to_74_years_Hispanic,ar_75_to_84_years_Hispanic,ar_85_years_and_over_Hispanic,ar_Under_1_years_With_a_disability,ar_Under 5 years_ With a disability,ar_5 to 17 years_ With a disability,ar_18_to_34_years_With_a_disability,ar_35_to_64_years_With_a_disability,ar_65_to_74_years_With_a_disability,ar_75_years_and_over_With_a_disability,Some other race alone,Car truck or van,Car truck or van_Drove alone,Car truck or van_Carpooled,Car truck or van_Carpooled_In 2_person carpool,Car truck or van_Carpooled_In 3_person carpool,Car truck or van_Carpooled_In 4_person carpool,Car truck or van_Carpooled_In 5_ or 6_person carpool,Car truck or van_Carpooled_In 7_or_more_person carpool,Motorcycle,Bicycle,Walked,Other means,Worked at home,Family households,Family households_Married_couple family,Family households_Other family,Family households_Other family_Male householder no wife present,Family households_Other family_Female householder no husband present,Nonfamily households,Nonfamily households_Householder living alone,Nonfamily households_Householder not living alone
Indiana,Harrison,18061,40515,83,,,,,,,Statewide,No,All NonNoEssential Businesses,All Gatherings Prohibited,Yes,Closed except for takeout/delivery,Yes,Yes,38347,6.284715884,6.430750776,6.295146948,3.927295486,2.190523379,5.20510079,5.857042272,5.930059718,12.50162985,14.73387749,14.56698047,10.19636477,4.495788458,1.136985944,0,0,0.036508723,0.010431064,0.010431064,0.391164889,0.026077659,0,0.026077659,0.046939787,0.485044462,0.297285316,0,0,0,0.135603828,0,0,0,0,0,0.067801914,0,0.276423188,0.052155319,0,0,0,0,0,0,0,0,0,0,0,0.078232978,0.213836806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401595953,0.177328083,0.260776593,0,0.469397867,0,0.109526169,0,0.192974679,0.187759147,0.05737085,0.062586382,0,0,0,0,0.881424883,2.84246486,7.338253318,4.172425483,3.603932511,0.919118,41.425766,38.111906,3.31386,2.429996,0.478445,0.171233,0.130943,0.103243,0.115834,0,0.624496,0.073026,1.447925,25.871273,20.963437,4.907836,1.853344,3.054492,10.853143,9.168513,1.684629
Indiana,Hendricks,18063,170311,403,3/22/2020,8,0.004697,0,0,37,Statewide,No,All NonNoEssential Businesses,All Gatherings Prohibited,Yes,Closed except for takeout/delivery,Yes,Yes,141209,5.852318195,7.237499026,7.600082148,4.594607992,2.26897719,5.498233115,5.573299152,6.974059727,14.24555092,14.45233661,12.65641708,7.917342379,3.195263758,1.229383396,0.368248483,0.317260231,0.750660369,0.451812562,0.31301121,1.094831066,0.441898179,0.923453888,1.614627963,1.015516008,0.524045918,0.185540582,0.127470629,0,0,0,0,0,0,0,0,0,0.041073869,0.117556246,0.004249021,0.041073869,0.04532289,0,0.22236543,0.332839975,0.172793519,0.104809184,0.154381095,0.199703985,0.101976503,0.194038624,0.630271442,0.385244567,0.482972049,0.031159487,0,0,0,0,0,0,0,0,0,0,0,0,0.021245105,0,0,0,0.144466712,0.352668739,0.594862934,0.225198111,0.050988251,0.195454964,0.083564079,0.869632955,0.88946172,0.373913844,0.339921676,0,0,0,0,0,1.314363815,0.909290484,4.545036081,2.174082389,2.886501569,1.009072,47.90978,44.671306,3.238474,2.728346,0.374674,0.042252,0.082018,0.011184,0.014291,0.011806,0.362868,0.563564,2.588542,26.680129,21.4639,5.21623,1.686964,3.529266,9.406611,7.894246,1.512365
Indiana,Henry,18065,47972,125,,,,,,29,Statewide,No,All NonNoEssential Businesses,All Gatherings Prohibited,Yes,Closed except for takeout/delivery,Yes,Yes,45945,5.023397541,5.467406682,6.71237349,4.36608989,2.385460877,6.429426488,6.903906845,5.959299162,13.03297421,14.9961911,14.08640766,10.20350419,4.984220263,1.632386549,0.039177277,0.004353031,0.043530308,0.078354554,0,0.92719556,0.770486451,0.861900098,0.81836979,0.387419741,0.574600065,0.030471216,0.039177277,0.021765154,0,0,0,0,0,0.047883339,0.008706062,0,0.265534879,0.10882577,0.047883339,0,0.034824246,0,0.043530308,0.074001524,0,0.043530308,0,0.182827294,0.078354554,0.004353031,0.169768201,0.074001524,0,0.047883339,0,0,0,0.05223637,0,0,0,0,0,0,0,0.008706062,0,0,0,0,0.05223637,0.265534879,0.222004571,0.296006094,0.148003047,0.361301556,0.178474263,0.243769725,0.487539449,0.021765154,0.039177277,0.013059092,0,0,0.030471216,0.030471216,1.249319839,2.520404832,7.108499293,2.881706388,2.986179127,0.561021,38.330961,34.717324,3.613638,2.932987,0.457892,0.185632,0.030939,0.006188,0.026814,0.074253,0.565147,0.313512,1.497432,25.458408,19.14898,6.309428,1.978013,4.331415,12.509539,9.879752,2.629788
Indiana,Howard,18067,82544,285,3/13/2020,1,0.009999,0,0,42,Statewide,No,All NonNoEssential Businesses,All Gatherings Prohibited,Yes,Closed except for takeout/delivery,Yes,Yes,72036,5.810983397,5.910933422,6.310733522,3.803653729,1.954578266,5.92481537,5.783219501,5.375090233,10.98617358,13.28502415,13.78477428,10.23654839,5.291798545,1.776889333,0.483091787,0.921761342,0.446998723,0.491420956,0.116608362,1.088344717,0.580265423,0.460880671,1.043922483,1.105003054,0.938419679,0.555277917,0.166583375,0.122161142,0,0.041645844,0.024987506,0,0,0,0.055527792,0.19712366,0,0.205452829,0,0.030540285,0.047198623,0,0.152701427,0,0,0,0.113831973,0.038869454,0.072186129,0.188794492,0.205452829,0.041645844,0.360930646,0.086068077,0,0,0,0,0,0,0,0,0,0,0.019434727,0,0,0,0,0,0.308179244,0.241545894,0.513632073,0.302626465,0.033316675,0.641345994,0.26375701,0.366483425,0.302626465,0.458104281,0.249875062,0.141595869,0.047198623,0.024987506,0.144372258,0.144372258,1.413182298,2.168360264,8.062635349,3.614859237,3.378866122,0.985592,41.273502,36.827412,4.44609,3.675337,0.411473,0.196633,0.098316,0.064331,0.040055,0.078896,0.452741,0.321653,1.441975,27.401168,20.039569,7.361598,1.772124,5.589474,14.53506,12.652482,1.882579
Indiana,Huntington,18069,36520,96,,,,,,35,Statewide,No,All NonNoEssential Businesses,All Gatherings Prohibited,Yes,Closed except for takeout/delivery,Yes,Yes,34924,5.646546787,6.093231016,6.202038713,4.048791662,2.886267323,6.849158172,6.05314397,6.013056924,12.05474745,13.34898637,14.81502692,8.664528691,4.695911121,1.196884664,0.022906884,0.177528347,0,0.045813767,0.051540488,0.19470851,0.074447371,0.028633604,0.137441301,0.051540488,0.005726721,0.068720651,0,0,0.005726721,0,0,0,0.045813767,0.045813767,0,0,0,0.051540488,0,0,0,0,0.120261138,0,0,0,0,0.068720651,0,0,0.229068835,0.097354255,0.051540488,0.068720651,0,0,0,0,0,0,0,0,0.097354255,0,0,0,0,0,0,0,0.154621464,0.337876532,0.435230787,0.103080976,0.080174092,0.25770244,0.246248998,0.206161952,0.337876532,0.372236857,0.06299393,0.068720651,0,0,0.154621464,0.154621464,0.933455503,0.767380598,7.398923376,2.611384721,3.012255183,1.102315,45.950849,42.797845,3.153005,2.78465,0.137446,0.142944,0.054978,0.032987,0.027489,0.071472,1.470669,0.148441,1.72082,27.926219,22.367915,5.558304,1.981967,3.576337,12.631261,10.676783,1.954478
Indiana,Jackson,18071,44231,88,,,,,,37,Statewide,No,All NonNoEssential Businesses,All Gatherings Prohibited,Yes,Closed except for takeout/delivery,Yes,Yes,40171,6.820840905,6.303054442,7.069776705,4.336461627,2.270294491,5.705608524,6.083990939,6.198501406,12.77538523,13.59687337,13.14878893,8.827263449,4.286674467,1.523487093,0.238978367,0.059744592,0.084638172,0.019914864,0,0,0.034851012,0.04978716,0.039829728,0.263871947,0.238978367,0,0,0,0,0.004978716,0,0.004978716,0,0,0,0,0.039829728,0.243957083,0.009957432,0.233999651,0,0,0.079659456,0.268850663,0.069702024,0,0,0,0,0.283786811,1.279530009,0.273829379,0.164297628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.359189465,1.209827985,0.741828682,0.273829379,0.154340196,0.542680043,0.652211795,0.537701327,1.792337756,0.547658759,0.134425332,0,0.04978716,0,0.054765876,0.054765876,1.209827985,2.096039431,6.31799059,2.648676906,3.071867765,3.771223,43.561382,38.45191,5.109472,3.793982,0.600847,0.241249,0.252629,0.220766,0.086486,0.075106,0.814784,0.496154,0.821612,26.901543,20.187537,6.714006,2.355592,4.358414,11.211252,9.486094,1.725158
Indiana,Jasper,18073,33562,62,,,,,,,Statewide,No,All NonNoEssential Businesses,All Gatherings Prohibited,Yes,Closed except for takeout/delivery,Yes,Yes,31547,5.699432593,6.859606302,6.333407297,4.551938378,3.02405934,6.758170349,5.325387517,5.141534853,12.36250674,13.0852379,14.03619996,9.858306654,5.128855359,0.906583827,0.114115447,0,0.095096206,0.057057723,0.082416712,0.076076965,0.139474435,0.240910388,0.17117317,0.095096206,0,0,0,0,0,0,0.06339747,0,0,0,0,0,0.06339747,0,0,0,0,0,0,0,0,0,0,0.031698735,0.031698735,0,0.126794941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.716391416,0.633974704,0.773449139,0.27894887,0.297968111,0.272609123,0.66567344,0.240910388,1.096776239,0.773449139,0.253589882,0.272609123,0.101435953,0.17117317,0.196532158,0.196532158,1.496180302,1.572257267,6.193932862,2.434462865,2.74511047,2.215313,42.258363,38.503393,3.75497,3.061377,0.415558,0.062782,0.131544,0.08371,0.053813,0.029896,0.917815,0.301952,1.387186,26.260875,20.771921,5.488953,2.101707,3.387246,11.226046,9.243924,1.982122
Indiana,Jay,18075,20436,56,,,,,,,Statewide,No,All NonNoEssential Businesses,All Gatherings Prohibited,Yes,Closed except for takeout/delivery,Yes,Yes,20417,7.405593378,7.307635794,7.131312142,4.466865847,2.282411716,6.386834501,6.083165989,5.064407112,11.00063672,13.4103933,13.33202723,9.198217172,4.790125875,1.155899496,0,0.009795758,0,0.078366067,0,0.078366067,0,0,0.156732135,0.019591517,0.029387275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078366067,0.097957584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205710927,0.362443062,1.06773767,0.12734486,0.097957584,0.7542734,0.264485478,0.097957584,0.048978792,0.284076995,0.117549101,0.029387275,0,0.029387275,0,0,2.017926238,1.910172895,7.101924867,2.791791154,2.811382671,0.609727,40.146716,35.054542,5.092174,3.658362,0.981279,0,0.257229,0.195303,0,0.114324,1.190873,0.50493,2.143572,25.679989,19.254037,6.425952,2.472253,3.953699,13.137713,11.041776,2.095937
Indiana,Jefferson,18077,32308,90,,,,,,,Statewide,No,All NonNoEssential Businesses,All Gatherings Prohibited,Yes,Closed except for takeout/delivery,Yes,Yes,30728,5.779744858,5.037750586,5.90341057,3.709971362,2.792241604,6.86670138,5.486852382,5.337151783,11.81983858,13.3558969,14.55350169,9.925800573,4.315282479,1.347305389,0,0.15620932,0,0,0,0.097630825,0,0.377505858,0.104139547,0.195261651,0.292892476,0.091122104,0.03905233,0,0,0,0.052069773,0,0.084613382,0,0,0,0,0.097630825,0.065087217,0,0,0,0.097630825,0,0.104139547,0,0,0.065087217,0,0.104139547,0.11715699,0.130174434,0.104139547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663889612,0,0,0.208279094,0.084613382,0.136683155,0.019526165,0.110648269,0.748502994,0,0.364488414,0,0.091122104,0,0,0,1.04139547,0.872168706,5.851340797,3.853163239,2.727154387,0.366039,40.304619,36.52325,3.781369,3.148556,0.409467,0.074449,0.04653,0.102367,0,0.012408,1.305953,0.682446,1.572727,27.114806,19.375252,7.739554,2.602599,5.136954,12.463939,10.652356,1.811583
Indiana,Jennings,18079,27735,75,4/1/2020,17,0.061294,0,0,,Statewide,No,All NonNoEssential Businesses,All Gatherings Prohibited,Yes,Closed except for takeout/delivery,Yes,Yes,26917,6.486606977,6.917561392,6.338002006,4.183229929,2.54857525,6.858119404,6.278560018,5.327488204,12.02957239,15.25430026,13.78311105,9.32496192,3.826577999,1.240851506,0,0,0,0,0,0,0.326930936,0,0.059441988,0.527547646,0.542408144,0,0,0,0,0,0,0,0,0,0,0,0.416093918,0,0.141174722,0.163465468,0,0,0,0,0,0,0,0,0,0,0,0.163465468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40866367,0.156035219,0.534977895,0.081732734,0.089162983,0.326930936,0.178325965,0.081732734,0.10402348,0.46067541,0.037151243,0,0,0.118883977,0,0,1.872422633,2.526284504,8.633948806,3.239588364,2.979529665,0.526563,44.577488,39.153172,5.424316,4.522667,0.133444,0.346233,0.079345,0.342626,0,0,0.623941,0.616727,1.114437,25.700581,19.342157,6.358423,2.546255,3.812169,12.742093,10.469939,2.272153
Indiana,Johnson,18081,158167,478,,,,,,,Statewide,No,All NonNoEssential Businesses,All Gatherings Prohibited,Yes,Closed except for takeout/delivery,Yes,Yes,139101,6.447113968,7.659182896,6.475870051,4.368049115,2.382441535,6.148050697,6.307646962,6.304771353,13.4305289,13.46791181,12.07755516,8.12790706,3.741166491,1.22644697,0.263118166,0.376704697,0.10639751,0.033069496,0.127964573,0.212795019,0.257366949,0.378142501,0.524798528,0.277496208,0.014378042,0.097770685,0,0,0.04457193,0,0.025880475,0,0,0,0,0.015815846,0.015815846,0,0,0,0,0,0.301938879,0.465848556,0.116462139,0.235799886,0.09633288,0.214232824,0.306252292,0.267431578,0.645574079,0.471599773,0.23004867,0.204168194,0,0,0,0,0.007189021,0,0,0,0,0,0,0,0,0,0,0,0.404022976,0.336446179,0.544927786,0.107835314,0.037382909,0.204168194,0.488853423,0.16822309,1.009338538,0.189790152,0.172536502,0.020129259,0.021567063,0,0.050323146,0.050323146,0.97914465,1.122925069,3.920892014,1.807319861,2.393943969,1.173762,46.83632,43.321633,3.514687,3.057454,0.317358,0.107545,0,0.03233,0.03101,0.051463,0.568077,0.219709,2.195112,26.623737,20.975298,5.648439,1.759653,3.888786,10.177219,8.362804,1.814415
Indiana,Knox,18083,36594,73,,,,,,39,Statewide,No,All NonNoEssential Businesses,All Gatherings Prohibited,Yes,Closed except for takeout/delivery,Yes,Yes,35235,5.982687669,7.259826877,4.677167589,3.78600823,4.597701149,9.291897261,6.164325245,6.215410813,10.55200795,13.19710515,13.77039875,9.115935859,5.335603803,0.703845608,0,0.272456364,0.420036895,0.323541933,1.191996594,0.544912729,0.164609053,0.147580531,0.527884206,0,0.056761743,0,0,0,0,0,0,0,0.017028523,0,0,0,0,0,0,0,0,0,0.090818788,0.090818788,0,0,0,0.175961402,0.028380871,0,0.351922804,0,0.062437917,0.005676174,0,0,0,0,0.062437917,0,0,0,0.07946644,0,0,0,0,0,0,0,0.198666099,0.578969774,0.073790265,0.136228182,0.113523485,0.198666099,0.085142614,0.204342273,0,0.595998297,0.090818788,0.017028523,0,0,0.073790265,0.073790265,1.680147581,4.160635732,7.299560096,4.013055201,2.832410955,0.49988,44.09634,40.655992,3.440349,2.566227,0.566709,0.251276,0.026732,0.029405,0.14435,0.237911,0.994413,0.392954,0.801946,26.068593,18.9286,7.139993,1.873881,5.266112,13.908418,11.711086,2.197332
Indiana,Kosciusko,18085,79456,147,,,,,,,Statewide,No,All NonNoEssential Businesses,All Gatherings Prohibited,Yes,Closed except for takeout/delivery,Yes,Yes,73999,6.197381046,7.062257598,6.437924837,4.205462236,2.483817349,6.489276882,6.389275531,6.386572792,11.55421019,12.98395924,13.90018784,9.240665414,4.632495034,0.90812038,0,0.10540683,0.016216435,0.016216435,0.040541088,0.045946567,0.040541088,0.078379438,0.200002703,0.03513561,0.100001351,0,0.086487655,0.027027392,0,0,0,0.018919175,0,0,0,0,0.07027122,0.005405478,0.07027122,0,0,0,0.132434222,0.029730131,0.048649306,0,0,0.124326004,0.421627319,0.343247882,0.078379438,0.010810957,0.045946567,0.124326004,0.018919175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870282031,0.989202557,1.067581994,0.583791673,0.335139664,0.791902593,0.572980716,0.635143718,1.340558656,0.889201205,0.651360154,0.189191746,0,0,0.048649306,0.048649306,2.032459898,1.413532615,5.416289409,2.5838187,2.191921512,2.263787,45.086669,39.071898,6.01477,4.896835,0.649697,0.195417,0.173845,0.098977,0.068523,0.375606,0.814659,0.247443,1.955435,27.51694,21.800371,5.71657,1.78159,3.93498,11.40903,8.807705,2.601325
Indiana,LaGrange,18087,39614,103,,,,,,,Statewide,No,All NonNoEssential Businesses,All Gatherings Prohibited,Yes,Closed except for takeout/delivery,Yes,Yes,38112,9.545549958,10.05457599,9.183459278,5.657010915,2.79177162,7.509445844,6.04534005,5.866918556,10.71053736,10.93094039,10.72628044,7.756087322,3.673383711,1.007556675,0,0,0.010495382,0,0,0,0.10495382,0,0,0.015743073,0.010495382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031486146,0,0,0,0,0,0,0.05247691,0,0,0,0.089210747,0,0,0,0.05247691,0,0,0,0,0,0,0,0,0,0,0.026238455,0,0,0,0,0.666456759,1.044290512,0.540512175,0.120696893,0.05247691,1.180730479,0.178421495,0.341099916,0.136439966,0.283375315,0.167926113,0.083963056,0.073467674,0,0.026238455,0.026238455,0.687447523,1.474601175,4.39231738,1.957388749,1.946893367,0.105285,34.700324,23.786657,10.913666,4.948385,2.393303,1.543321,1.237738,0.79092,0.107853,2.842689,1.530481,0.726722,2.14935,24.256587,20.648657,3.60793,0.906476,2.701453,6.761337,5.495352,1.265985
Indiana,Lake,18089,485493,982,,,,,,44,Statewide,No,All NonNoEssential Businesses,All Gatherings Prohibited,Yes,Closed except for takeout/delivery,Yes,Yes,299802,5.426915097,5.42624799,6.085349664,3.89390331,2.177437108,5.655732784,5.889887326,6.081347022,12.37349984,13.90451031,15.44552738,9.556307163,4.70710669,1.838546774,2.782503119,3.186769935,3.070693324,1.92060093,1.098058052,2.646413299,2.237476735,2.053355214,4.010647027,3.956611363,4.223454146,2.653751476,1.16210032,0.377582538,0.026017171,0.012675032,0.00667107,0.023348744,0.022681637,0.021347423,0.021347423,0.063375161,0.051367236,0.127417429,0.036690883,0.034022455,0.022681637,0.006003963,0.106737113,0.119412145,0.090059439,0.059372519,0.046697487,0.334220586,0.20613605,0.1534346,0.3835865,0.174114916,0.229484793,0.227483472,0.026684278,0.013342139,0,0,0.002668428,0.002668428,0,0.00867239,0.004669749,0.008005283,0,0,0.007338177,0.002001321,0,0,2.314194035,2.617060593,3.058685399,1.700455634,1.093388303,2.552351218,2.176102895,2.204788494,4.535660202,3.327529503,2.684438396,1.406261466,0.583718588,0.292859954,0.034689562,0.034689562,1.845884951,2.391578442,8.658381198,3.845204502,4.162747413,9.49432,39.888138,36.399582,3.488556,2.798198,0.406081,0.12735,0.09695,0.059978,0.046421,0.087707,0.542673,0.554998,1.207561,25.161395,16.771935,8.38946,2.143786,6.245674,12.927828,11.13754,1.790288
Indiana,LaPorte,18091,109888,187,3/28/2020,4,0.00364,0,0,40,Statewide,No,All NonNoEssential Businesses,All Gatherings Prohibited,Yes,Closed except for takeout/delivery,Yes,Yes,91514,5.151124418,5.977227528,5.205760867,3.662827546,2.246650786,6.152064165,6.807701554,6.486439233,12.80896912,14.40435343,15.22827108,10.63443845,4.657210919,1.459885919,1.112398103,0.622855519,0.858884979,0.655637389,0.330004152,1.632537098,1.691544463,1.706842669,2.589767686,1.997508578,1.396507638,0.55729178,0.268811329,0.126756562,0.01092729,0,0,0,0,0.041523701,0.02185458,0.085232861,0.028410954,0.065563739,0.144240226,0.015298206,0.006556374,0,0.043709159,0,0.004370916,0,0.002185458,0.043709159,0.019669122,0.152982057,0.148611141,0,0.059007365,0.061192823,0.01092729,0,0.048080075,0,0,0,0,0,0,0,0,0,0.01092729,0,0,0,0.771466661,0.478615294,1.188889132,0.441462508,0.491728042,0.517953537,0.778023035,0.791135783,1.282863824,0.819546736,0.592259108,0.218545796,0.013112748,0,0,0,1.269751076,1.584457023,5.935703827,3.699980331,2.720895164,2.145597,38.406361,34.845141,3.56122,2.550836,0.699218,0.154678,0.110355,0.046132,0.015377,0.155583,0.885556,0.319307,1.478037,25.352775,18.084702,7.268073,2.32108,4.946993,13.456111,10.830198,2.625914
Indiana,Lawrence,18093,45370,102,,,,,,,Statewide,No,All NonNoEssential Businesses,All Gatherings Prohibited,Yes,Closed except for takeout/delivery,Yes,Yes,44038,5.545210954,6.61701258,6.194650075,4.187292793,2.31618148,5.608792407,5.626958536,5.427131114,11.83069168,14.16958082,14.31945138,10.67714247,4.877605704,1.662200827,0,0,0,0.054498388,0.095372179,0,0.027249194,0,0.163495163,0.068122985,0,0.045415323,0.004541532,0.049956855,0,0.104455243,0.104455243,0,0,0,0.068122985,0.299741133,0,0.099913711,0,0.090830646,0,0,0,0,0,0,0,0,0.031790726,0,0.077206049,0.031790726,0.049956855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186202825,0.286116536,0.277033471,0,0.027249194,0.090830646,0.345156456,0.095372179,0.172578228,0.090830646,0.086289114,0.063581452,0,0,0,0,1.916526636,1.693991553,8.765157364,3.760388755,3.801262546,0.475679,42.333238,38.111313,4.221925,3.507311,0.192902,0.278393,0.217015,0.026305,0,0,0.449374,0.247704,1.391964,28.37195,22.023718,6.348232,1.865451,4.482781,12.152831,10.368487,1.784344
Indiana,Madison,18095,129569,287,,,,,,43,Statewide,No,All NonNoEssential Businesses,All Gatherings Prohibited,Yes,Closed except for takeout/delivery,Yes,Yes,113768,5.579776387,5.326629632,6.871879615,3.974755643,2.387314535,5.852260741,6.128261022,6.06321637,12.53955418,13.90724984,13.4554532,10.00808663,4.859011321,1.664791506,0.490471837,0.817453062,0.490471837,0.435974967,0.397299768,0.719007102,1.021376837,0.989733493,1.580409254,1.420434569,1.009071092,0.590675761,0.114267632,0.170522467,0,0,0,0.010547781,0.008789818,0,0,0.038675199,0.065044652,0.114267632,0.043949089,0,0,0,0.094930033,0.152942831,0.094930033,0.008789818,0.005273891,0,0.017579636,0.043949089,0.274242318,0.019337599,0.028127417,0,0,0.035159271,0,0,0,0,0,0,0,0,0.010547781,0,0,0,0,0,0.532662963,0.650446523,0.5115674,0.270726391,0.177554321,0.297095844,0.379720132,0.420153294,0.893045496,0.335771043,0.253146755,0.047465017,0.061528725,0.035159271,0.061528725,0.061528725,1.979466985,2.438295479,8.167498769,3.076436256,3.461430279,0.843983,39.645574,35.553067,4.092506,3.099494,0.684916,0.17065,0.116598,0.020849,0.052508,0.052508,0.989151,0.363693,1.571368,26.246091,18.74445,7.501641,2.024632,5.477009,13.460484,11.245898,2.214586
Indiana,Marion,18097,964582,2363,3/6/2020,1,0.00599,0,0,51,Statewide,No,All NonNoEssential Businesses,All Gatherings Prohibited,Yes,Closed except for takeout/delivery,Yes,Yes,588161,6.300995816,6.0245409,5.617169449,3.280734357,2.095344642,6.299635644,8.768007399,7.816567232,12.95937677,12.97671896,13.05662905,7.677489667,3.472858622,1.214293365,3.601734899,3.570450948,3.66294263,2.123568207,1.227214997,3.366765222,3.324599897,2.733605254,4.946944799,4.779643669,4.263798518,2.08820374,0.871190031,0.287336291,0.03230408,0.067668547,0.011901503,0.017682233,0.020062534,0.022782877,0.042165325,0.027203436,0.068008589,0.075149491,0.04148524,0.014281804,0.004080515,0,0.46721901,0.443756046,0.269314014,0.127516105,0.105073271,0.444776175,0.587934256,0.60221606,0.870849988,0.471639568,0.258092597,0.157099842,0.061887816,0.015641976,0.028223565,0,0.002380301,0.003740472,0.006120773,0.012241546,0.025843264,0,0.002380301,0.012921632,0,6.80E-04,0,0.005440687,2.034816997,2.119487691,1.883157843,0.873910375,0.480480685,1.245917359,1.340109256,1.421039477,2.833917924,1.678792031,0.771557448,0.256392382,0.082970479,0.025163178,0.057807301,0.057807301,2.69960096,2.80229393,9.005357377,2.71354272,2.896145783,3.351956,43.636418,39.390782,4.245635,3.361591,0.514757,0.193537,0.083428,0.092322,0.025833,0.220852,0.851223,0.40899,1.592868,21.655164,13.717294,7.937869,1.90583,6.032039,17.415669,14.341419,3.07425
Indiana,Marshall,18099,46258,106,,,,,,,Statewide,No,All NonNoEssential Businesses,All Gatherings Prohibited,Yes,Closed except for takeout/delivery,Yes,Yes,43323,5.890635459,6.463079657,7.187867876,4.42259308,2.520601066,5.876786003,5.789072779,5.599796875,11.67509175,13.4062738,13.84945641,9.306834707,4.61648547,1.828128246,0.19389239,0.304688041,0.15234402,0.036931884,0.19389239,0.060014311,0,0.023082427,0.226207788,0.032315398,0.032315398,0,0,0,0,0.041548369,0,0.05078134,0.055397826,0,0,0,0,0,0.023082427,0,0,0,0.004616485,0.110795651,0,0.032315398,0,0.032315398,0,0.009232971,0,0.180042933,0.032315398,0,0.036931884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67116774,1.47727535,0.983311405,0.323153983,0.34623641,0.900214667,0.664773908,0.752487132,1.809662304,1.172587309,0.530895829,0.535512314,0.138494564,0.078480253,0,0,1.601920458,1.994321723,6.970893059,3.305403596,2.75142534,3.605537,40.695354,35.473763,5.22159,3.933898,0.459277,0.266123,0.326215,0.236077,0.045069,0.869192,1.066638,0.379869,1.46153,25.58429,20.4743,5.10999,1.785599,3.324391,11.426119,9.694173,1.731945
