state,county,fips,population,pop_density,date,cases,case_ratio,deaths,deaths_ratio,Median AQI in 2019,stay at home order,Mandatory Quarantine for Travelers,NonNoEssential Business Closures,Large Gatherings Ban,StateNoMandated School Closures,Bar/Restaurant Limits,Primary Election Postponement,Emergency Declaration,Total.x,ar_Under_1_years_White,ar_1_to_9_years_White,ar_10_to_14_years_White,ar_15_to_17_years_White,ar_18_and_19_years_White,ar_20_to_24_years_White,ar_25_to_29_years_White,ar_30_to_34_years_White,ar_35_to_44_years_White,ar_45_to_54_years_White,ar_55_to_64_years_White,ar_65_to_74_years_White,ar_75_to_84_years_White,ar_85_years_and_over_White,ar_Under_1_years_Black,ar_1_to_9_years_Black,ar_10_to_14_years_Black,ar_15_to_17_years_Black,ar_18_and_19_years_Black,ar_20_to_24_years_Black,ar_25_to_29_years_Black,ar_30_to_34_years_Black,ar_35_to_44_years_Black,ar_45_to_54_years_Black,ar_55_to_64_years_Black,ar_65_to_74_years_Black,ar_75_to_84_years_Black,ar_85_years_and_over_Black,ar_Under_1_years_Native,ar_1_to_9_years_Native,ar_10_to_14_years_Native,ar_15_to_17_years_Native,ar_18_and_19_years_Native,ar_20_to_24_years_Native,ar_25_to_29_years_Native,ar_30_to_34_years_Native,ar_35_to_44_years_Native,ar_45_to_54_years_Native,ar_55_to_64_years_Native,ar_65_to_74_years_Native,ar_75_to_84_years_Native,ar_85_years_and_over_Native,ar_Under_1_years_Asian,ar_1_to_9_years_Asian,ar_10_to_14_years_Asian,ar_15_to_17_years_Asian,ar_18_and_19_years_Asian,ar_20_to_24_years_Asian,ar_25_to_29_years_Asian,ar_30_to_34_years_Asian,ar_35_to_44_years_Asian,ar_45_to_54_years_Asian,ar_55_to_64_years_Asian,ar_65_to_74_years_Asian,ar_75_to_84_years_Asian,ar_85_years_and_over_Asian,ar_Under_1_years_PI,ar_1_to_9_years_PI,ar_10_to_14_years_PI,ar_15_to_17_years_PI,ar_18_and_19_years_PI,ar_20_to_24_years_PI,ar_25_to_29_years_PI,ar_30_to_34_years_PI,ar_35_to_44_years_PI,ar_45_to_54_years_PI,ar_55_to_64_years_PI,ar_65_to_74_years_PI,ar_75_to_84_years_PI,ar_85_years_and_over_PI,ar_Under_1_years_Hispanic,ar_1_to_9_years_Hispanic,ar_10_to_14_years_Hispanic,ar_15_to_17_years_Hispanic,ar_18_and_19_years_Hispanic,ar_20_to_24_years_Hispanic,ar_25_to_29_years_Hispanic,ar_30_to_34_years_Hispanic,ar_35_to_44_years_Hispanic,ar_45_to_54_years_Hispanic,ar_55_to_64_years_Hispanic,ar_65_to_74_years_Hispanic,ar_75_to_84_years_Hispanic,ar_85_years_and_over_Hispanic,ar_Under_1_years_With_a_disability,ar_Under 5 years_ With a disability,ar_5 to 17 years_ With a disability,ar_18_to_34_years_With_a_disability,ar_35_to_64_years_With_a_disability,ar_65_to_74_years_With_a_disability,ar_75_years_and_over_With_a_disability,Some other race alone,Car truck or van,Car truck or van_Drove alone,Car truck or van_Carpooled,Car truck or van_Carpooled_In 2_person carpool,Car truck or van_Carpooled_In 3_person carpool,Car truck or van_Carpooled_In 4_person carpool,Car truck or van_Carpooled_In 5_ or 6_person carpool,Car truck or van_Carpooled_In 7_or_more_person carpool,Motorcycle,Bicycle,Walked,Other means,Worked at home,Family households,Family households_Married_couple family,Family households_Other family,Family households_Other family_Male householder no wife present,Family households_Other family_Female householder no husband present,Nonfamily households,Nonfamily households_Householder living alone,Nonfamily households_Householder not living alone
Missouri,Adair,29001,25343,45,,,,,,,Statewide,No,All NonNoEssential Businesses,>10 People Prohibited,Yes,Closed except for takeout/delivery,No,Yes,23100,5.134199134,5.558441558,4.649350649,3.376623377,6.545454545,17.75757576,5.116883117,4.502164502,8.051948052,10.38095238,10.70995671,8.069264069,3.593073593,1.896103896,0.303030303,0,0.060606061,0.346320346,0.458874459,1.826839827,0.519480519,0.883116883,0.181818182,0.121212121,0.199134199,0.051948052,0,0,0,0,0,0,0,0,0,0,0,0,0.173160173,0.008658009,0,0,0,0,0,0,0.121212121,1.108225108,0.086580087,0.103896104,0.164502165,0.077922078,0.025974026,0.077922078,0,0,0,0,0,0,0,0,0,0,0,0,0.233766234,0,0,0,0.70995671,0.233766234,0,0,0.077922078,0.311688312,0.12987013,0,0.069264069,0,0,0,0,0,0,0,0.519480519,2.536796537,5.541125541,1.61038961,2.701298701,0.280355,37.911155,32.714709,5.196446,3.131293,1.220138,0.683119,0.047384,0.114511,0.11846,0.513327,1.299112,0.169793,1.98618,19.628825,15.395854,4.232971,1.583416,2.649556,17.934847,13.259625,4.675222
Missouri,Andrew,29003,17712,40,,,,,,44,Statewide,No,All NonNoEssential Businesses,>10 People Prohibited,Yes,Closed except for takeout/delivery,No,Yes,16646,5.490808603,4.625735913,7.905803196,4.25327406,2.210741319,5.5148384,5.358644719,5.262525532,12.01489847,13.86519284,15.24690616,10.34482759,5.454763907,0.949176979,0.420521447,0.204253274,0.168208579,0.408506548,0,0.961191878,0,0.204253274,0.420521447,0,0.384476751,0,0,0,0,0,0,0,0,0,0.024029797,0.048059594,0,0,0,0.276342665,0,0,0,0,0,0,0,0,0,0,0,0,0.024029797,0,0,0,0,0,0.204253274,0.204253274,0,0,0,0,0,0.31238736,0,0,0,0,0.216268173,0.264327766,0.276342665,0.204253274,0,0,0.096119188,0,0.444551244,0.360446954,0.588730025,0,0.168208579,0,0.096119188,0.096119188,1.285594137,1.249549441,6.187672714,3.604469542,2.535143578,0.126415,44.848589,41.682469,3.166121,2.614492,0.172384,0.247084,0.068954,0.063207,0,0.097684,1.045797,0.109177,1.390565,27.638913,23.19715,4.441763,1.856002,2.585761,11.475033,9.435155,2.039878
Missouri,Atchison,29005,5143,10,,,,,,,Statewide,No,All NonNoEssential Businesses,>10 People Prohibited,Yes,Closed except for takeout/delivery,No,Yes,5150,5.32038835,5.126213592,6.058252427,3.223300971,1.631067961,4.893203883,5.553398058,5.126213592,11.06796117,13.4368932,14.91262136,13.70873786,6.446601942,2.601941748,0,0,0,0,0,0,0.038834951,0,0.038834951,0.038834951,0.155339806,0.155339806,0,0,0,0,0,0,0,0,0,0,0,0.077669903,0,0,0,0,0.038834951,0.038834951,0,0.038834951,0.038834951,0.038834951,0,0,0.155339806,0,0.155339806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116504854,0,0,0,0,0.077669903,0.54368932,0.310679612,0.077669903,0.233009709,0,0,0,0,0,0,0.54368932,2.174757282,6.796116505,4.815533981,4.388349515,0.28463,45.199241,39.924099,5.275142,2.865275,1.42315,0.189753,0.474383,0.322581,0.075901,0.037951,1.650854,0.379507,2.333966,27.931689,23.320683,4.611006,1.593928,3.017078,19.601518,16.717268,2.88425
Missouri,Audrain,29007,25388,38,,,,,,,Statewide,No,All NonNoEssential Businesses,>10 People Prohibited,Yes,Closed except for takeout/delivery,No,Yes,22929,5.870295259,5.722011427,6.925727245,4.596798814,2.014915609,5.503946967,4.841031009,5.303327664,10.42348118,12.00226787,13.65955777,9.263378255,4.806140695,1.099044878,0.715251428,0.21806446,0.122116098,0.157006411,0,0.575690174,0.296567665,0.645470801,0.479741812,0.767586899,0.610580488,0.601857909,0.087225784,0.122116098,0,0.139561254,0,0.148283833,0,0,0.095948362,0,0.026167735,0,0.087225784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061058049,0.043612892,0,0,0,0,0,0,0,0.069780627,0,0,0,0,0,0,0.279122509,0.261677352,0.697806272,0.252954773,0.05233547,0.532077282,0.104670941,0.305290244,0.235509617,0.261677352,0.453574076,0.104670941,0.061058049,0,0,0,0.70652885,2.023638187,6.602991844,2.808670243,2.756334773,0.501263,37.23334,33.642899,3.590441,2.486886,0.338061,0.481834,0.28366,0,0.062172,0,1.196814,0.621721,2.071109,22.84049,17.485914,5.354575,1.678648,3.675928,13.405868,10.91121,2.494657
Missouri,Barry,29009,35789,45,,,,,,,Statewide,No,All NonNoEssential Businesses,>10 People Prohibited,Yes,Closed except for takeout/delivery,No,Yes,33210,6.245106896,5.919903643,7.280939476,4.13730804,3.197831978,4.95031617,5.004516712,5.239385727,10.69557362,13.50797952,14.65823547,11.87594098,6.076482987,1.559771153,0.012044565,0,0,0,0.102378802,0,0.02408913,0.04817826,0,0.02408913,0,0,0,0,0,0,0,0,0,0.132490214,0.02408913,0,0,0.31918097,0.457693466,0,0,0,0.018066847,0.04817826,0.04817826,0.126467931,0.04817826,0.072267389,0.108401084,0,0.192713038,0.120445649,0.192713038,0,0.126467931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.439325504,0.999698886,1.348991268,0.535983138,1.210478771,0.650406504,0.409515206,0.716651611,1.391147245,0.897320084,0.752785306,0.132490214,0.126467931,0,0,0,1.619993978,1.523637459,9.202047576,3.830171635,3.426678711,1.374919,36.542417,32.459922,4.082495,3.538726,0.47615,0.025357,0,0.042262,0.059167,0,1.104443,0.569126,2.172259,26.585524,21.266165,5.319359,1.614403,3.704956,10.6359,9.359592,1.276308
Missouri,Barton,29011,11754,20,,,,,,,Statewide,No,All NonNoEssential Businesses,>10 People Prohibited,Yes,Closed except for takeout/delivery,No,Yes,11161,5.447540543,4.999552011,9.748230445,4.569483021,2.222023116,5.805931368,4.999552011,4.83827614,10.82340292,12.31072485,15.30328824,10.03494311,5.752172744,1.953229997,0,0,0,0,0,0.071678165,0,0,0,0,0.017919541,0.14335633,0.161275871,0,0.161275871,0.161275871,0.412149449,0.107517248,0.071678165,0.089597706,0,0,0.232954036,0.358390825,0.358390825,0.125436789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071678165,0,1.039333393,0.035839083,0.107517248,0,0,0,0.806379357,0.125436789,0.698862109,0,0,0,0.304632201,0.304632201,2.311620823,1.200609264,6.468954395,4.031896783,3.637666876,0.278481,39.443038,36.590717,2.852321,1.839662,0.616034,0.362869,0.033755,0,0.008439,0.008439,0.860759,0.624473,2.447257,27.662447,21.611814,6.050633,2.118143,3.932489,13.949367,11.459916,2.489451
Missouri,Bates,29013,16172,19,4/4/2020,3,0.018551,0,0,,Statewide,No,All NonNoEssential Businesses,>10 People Prohibited,Yes,Closed except for takeout/delivery,No,Yes,15637,6.100914498,6.638101938,6.727633178,4.553303063,2.289441709,5.563727058,5.077700326,5.538146703,10.79490951,13.00761016,14.36336893,9.771695338,5.768369892,1.739464092,0.063950886,0.35812496,0.140691949,0,0,0.063950886,0.217433011,0,0.409285669,0.051160709,0.473236554,0.08953124,0,0,0,0,0.127901771,0,0,0.191852657,0,0.063950886,0,0,0.038370531,0.294174074,0,0,0,0.051160709,0,0,0,0,0,0,0,0.025580354,0,0,0,0,0,0,0,0,0,0,0.102321417,0,0,0,0,0,0,0,0.486026731,0.434866023,0.025580354,0,0.025580354,0.063950886,0,0.243013366,0.127901771,0.076741063,0.153482126,0.127901771,0,0,0,0,1.355758777,1.534821257,7.277610795,3.376606766,3.184754109,0.702333,39.623794,34.176133,5.447661,4.610969,0.781727,0.024429,0.012214,0.018322,0,0,1.349701,0.549652,3.92085,28.392574,21.949432,6.443142,3.187981,3.255161,12.562599,11.084646,1.477953
Missouri,Benton,29015,19443,26,,,,,,,Statewide,No,All NonNoEssential Businesses,>10 People Prohibited,Yes,Closed except for takeout/delivery,No,Yes,18259,4.107563393,5.323402158,4.304726436,3.406539241,1.730653376,3.603702284,4.162330905,3.800865327,8.36847582,13.01276083,17.56941782,18.02946492,9.496686566,2.617887069,0,0,0,0,0,0.021907005,0,0.04381401,0.142395531,0.109535024,0,0,0,0,0.054767512,0,0,0,0,0,0.284791062,0.010953502,0,0.120488526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153349033,0,0.405279588,0,0.054767512,0.240977052,0,0.131442029,0.054767512,0,0,0,0,0,0,1.796374391,2.891724629,10.49345528,7.568870146,5.400076675,0.221181,30.30702,25.567434,4.739586,4.197167,0.421297,0.11059,0,0.010532,0.015799,0.084259,0.784665,0.510822,2.069619,26.804992,22.639423,4.16557,1.579862,2.585708,15.045553,12.775818,2.269735
Missouri,Bollinger,29017,12133,20,4/9/2020,3,0.024726,0,0,,Statewide,No,All NonNoEssential Businesses,>10 People Prohibited,Yes,Closed except for takeout/delivery,No,Yes,11970,5.380116959,6.248955723,7.134502924,4.0267335,2.172096909,4.979114453,5.162907268,5.74770259,11.57894737,14.18546366,14.9540518,11.3283208,5.764411028,1.453634085,0,0.133667502,0,0,0.133667502,0,0,0.050125313,0.016708438,0.133667502,0.116959064,0.133667502,0,0,0,0,0,0,0,0,0,0,0.267335004,0.334168755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367585631,0.100250627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15037594,0.517961571,0,0,0,0,0.517961571,0,0,0,0,0,0,0,0,1.152882206,2.055137845,11.87969925,4.962406015,5.263157895,0,34.256168,26.846348,7.40982,5.683576,1.066688,0.455989,0,0.203566,0,0,1.587819,0.472274,2.426512,26.968488,22.213175,4.755313,1.766957,2.988356,11.049589,9.836333,1.213256
Missouri,Boone,29019,180463,261,,,,,,42,Statewide,No,All NonNoEssential Businesses,>10 People Prohibited,Yes,Closed except for takeout/delivery,No,Yes,143130,5.582337735,5.621463006,4.69782715,2.970725914,4.40438762,14.2527772,8.156221617,7.105428631,11.37148047,10.76224411,10.6895829,7.289876336,3.247397471,0.912457207,0.769929435,0.830014672,0.586879061,0.549151121,0.461119262,1.513309579,0.932019842,0.733598826,1.193320757,1.1458115,1.047998323,0.482079229,0.128554461,0.036330609,0.03772794,0.018165304,0.141130441,0,0.036330609,0.032138615,0.01257598,0.018165304,0.048906588,0.026549291,0.07685321,0.009781318,0,0,0.210996996,0.332564801,0.350730105,0.286452875,0.143925103,0.989310417,0.644169636,0.455529938,0.786697408,0.490463215,0.24173828,0.120170474,0.125759799,0.019562635,0,0,0,0.062879899,0.011178649,0.088031859,0.005589324,0.001397331,0,0.019562635,0.023754629,0,0,0,0.627401663,0.280863551,0.507231188,0.252916929,0.226367638,0.461119262,0.449940613,0.231956962,0.61063369,0.472297911,0.150911759,0.209599665,0,0.001397331,0.05030392,0.05030392,1.284147279,3.413679871,4.542723398,2.645147768,2.109969957,1.022009,46.074271,40.611846,5.462425,4.846047,0.377872,0.103674,0.077614,0.057219,0.065717,0.423193,1.952809,0.301391,2.234371,22.858114,17.664788,5.193326,1.566439,3.626887,16.774212,11.94516,4.829051
Missouri,Buchanan,29021,87364,213,,,,,,33,Statewide,No,All NonNoEssential Businesses,>10 People Prohibited,Yes,Closed except for takeout/delivery,No,Yes,77914,6.140103191,6.260749031,6.227378905,3.550068024,2.261467772,6.79723798,7.40816798,6.81520651,12.9476089,13.07852247,13.32494802,8.468311215,4.430525965,1.29630105,0.246425546,0.400441512,0.477449496,0.161716765,0.09240958,0.42611084,0.862489411,1.460584747,1.871293991,0.68537105,0.729008907,0.28749647,0.110378109,0.007700798,0,0,0,0,0.082141849,0.025669328,0.010267731,0.038503992,0.038503992,0.02823626,0.017968529,0.056472521,0.005133866,0,0,0.02823626,0.18481916,0.048771723,0.02823626,0.179685294,0.141181302,0.035937059,0.118078908,0.264394076,0.077007983,0.025669328,0,0,0.107811176,0,0,0,0,0,0,0.066740252,0.017968529,0.020535462,0,0.010267731,0,0,0.770079832,0.772646764,0.664835588,0.266961008,0.274661807,0.741843571,0.595528403,0.770079832,1.766049747,0.513386554,0.349102857,0.385039916,0.141181302,0,0.030803193,0.030803193,1.850758529,2.674743948,7.682829787,2.2871371,2.744051133,1.645786,43.490952,38.542368,4.948583,3.915757,0.682563,0.272801,0.075217,0.002245,0.122367,0.03817,0.810544,0.426602,1.102429,22.865867,16.198527,6.66734,1.634559,5.032781,14.666128,12.026809,2.639319
Missouri,Butler,29023,42478,63,,,,,,,Statewide,No,All NonNoEssential Businesses,>10 People Prohibited,Yes,Closed except for takeout/delivery,No,Yes,38740,6.257098606,7.077955601,5.880227155,4.088797109,2.183789365,5.684047496,6.251935983,5.792462571,11.14610222,12.5348477,13.11306144,9.803820341,5.797625194,1.270005163,0.480123903,0.103252452,0.851832731,0.45431079,0.45431079,0.283944244,0.211667527,0.635002581,0.69179143,0.733092411,0.92927207,0.263293753,0.087764584,0,0,0,0,0,0,0,0,0.247805885,0.129065565,0,0.144553433,0.134228188,0,0,0,0.139390811,0,0.139390811,0,0.511099639,0,0,0,0.09808983,0,0.041300981,0,0,0,0,0,0,0,0,0,0,0,0,0.010325245,0,0,0,0.340733092,0.485286526,0.263293753,0,0.154878678,0.206504904,0.299432112,0.092927207,0,0.232318018,0.273618998,0.092927207,0,0,0.366546205,0.366546205,2.839442437,3.376355188,11.0273619,5.100671141,4.006195147,0.166148,36.112606,31.860623,4.251983,3.411883,0.592048,0.234011,0.014041,0,0.049142,0.107645,0.886902,0.381438,1.237919,25.654646,17.99078,7.663866,1.87443,5.789437,12.622563,10.759834,1.862729
Missouri,Caldwell,29025,9020,22,,,,,,,Statewide,No,All NonNoEssential Businesses,>10 People Prohibited,Yes,Closed except for takeout/delivery,No,Yes,8688,5.478821363,8.218232044,6.998158379,4.650092081,2.279005525,5.409760589,5.018416206,4.788213628,11.16482505,14.11141805,14.31860037,11.4640884,5.478821363,1.9106814,0,0,0,0,0,0.253222836,0.115101289,0.115101289,0.161141805,0,0.046040516,0,0,0,0.299263352,0,0,0,0,0,0,0.230202578,0.253222836,0.138121547,0,0.391344383,0,0,0,0,0,0,0,0,0.230202578,0,0.20718232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138121547,0.52946593,0,0.092081031,0.161141805,0.20718232,0.32228361,0,0.253222836,0.460405157,0.483425414,0,0,0,0,0,0.828729282,1.05893186,8.103130755,5.82412523,3.637200737,0.342579,38.567798,34.224776,4.343021,3.116366,1.005636,0.209968,0.011051,0,0,0,1.193502,0.35363,1.690795,26.444911,21.273069,5.171842,1.458725,3.713117,14.244668,12.211294,2.033374
Missouri,Callaway,29027,44743,54,4/6/2020,19,0.042465,1,0.002235,43,Statewide,No,All NonNoEssential Businesses,>10 People Prohibited,Yes,Closed except for takeout/delivery,No,Yes,41180,5.30354541,5.667799903,6.546867411,3.72025255,2.933462846,7.761049053,6.979116076,6.779990287,12.75376396,14.43904808,13.65225838,9.626032054,4.395337542,0.917921321,0.131131617,0.058280719,0.126274891,0.271976688,0.082564352,0.675084993,0.835356969,1.087906751,1.068479845,0.393394852,0.509956289,0.305973774,0.01457018,0,0.029140359,0,0.024283633,0,0,0,0,0,0.024283633,0.121418164,0,0.247693055,0,0,0,0,0,0.063137445,0.199125789,0.160271977,0,0,0,0.160271977,0.135988344,0.004856727,0,0,0.330257407,0.233122875,0,0,0,0,0,0,0,0.237979602,0,0,0,0,0,0.15541525,0.446818844,0.233122875,0.165128703,0.194269063,0.179698883,0.223409422,0.252549781,0.305973774,0.063137445,0.18455561,0,0,0.174842156,0.174842156,1.083050024,2.112676056,6.440019427,3.89023798,2.219524041,0.312221,41.587868,37.049509,4.538359,3.5281,0.528546,0.173952,0.129349,0.178412,0.022302,0.046833,0.29884,0.990187,1.665923,24.152542,18.52587,5.626673,1.712756,3.913916,11.61463,9.99777,1.61686
Missouri,Camden,29029,46305,62,,,,,,,Statewide,No,All NonNoEssential Businesses,>10 People Prohibited,Yes,Closed except for takeout/delivery,No,Yes,43463,4.804086234,4.454363482,5.310263903,3.621471136,1.900467064,4.712053931,4.587810321,4.357729563,8.885718887,12.12985758,17.45852794,17.6563974,7.951591008,1.891263834,0,0.096633919,0.092032303,0,0.115040379,0.377332444,0.069024228,0.184064607,0.004601615,0.032211306,0.069024228,0.013804846,0,0,0,0,0,0.101235534,0,0.087430688,0,0,0,0,0.078227458,0.220877528,0.078227458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501576053,0.28530014,0.460161517,0.437153441,0.368129213,0.589006741,0.225479143,0,0.096633919,0.041414537,0.225479143,0.046016152,0.059820997,0,0,0,1.339070014,2.645928721,6.847203368,5.204426754,3.99880358,0.63642,36.781533,32.31994,4.461593,3.501419,0.554373,0.250577,0.048785,0.10644,0.064307,0,0.501153,0.337059,2.157619,25.54772,21.749157,3.798563,0.822689,2.975874,10.145024,8.588345,1.556679
Missouri,Cape Girardeau,29031,78871,137,4/7/2020,20,0.025358,1,0.001268,,Statewide,No,All NonNoEssential Businesses,>10 People Prohibited,Yes,Closed except for takeout/delivery,No,Yes,68709,5.332634735,6.645417631,4.983335516,3.396934899,3.207731156,9.288448384,6.566825307,6.034143999,11.41917362,11.97223071,12.82219214,9.003187355,4.351686096,1.854196685,0.873248046,0.966394504,0.451178157,0.250331107,0.489018906,1.353534471,0.442445677,0.628738593,0.899445487,0.800477376,0.713152571,0.224133665,0.18338209,0,0,0.002910827,0,0,0,0,0.020375788,0.081503151,0,0.116433073,0.037840749,0,0.00873248,0,0,0.163006302,0,0.066949017,0.020375788,0.905267141,0.142630514,0.032019095,0.122254726,0.18338209,0,0.049484056,0,0,0.046573229,0,0,0,0,0.00873248,0,0,0,0,0,0,0,0,0.049484056,0.387139967,0.293993509,0.017464961,0.12807638,0.1193439,0.398783274,0.232866146,0.349299218,0.259063587,0.034929922,0.221222838,0,0,0.014554134,0.014554134,1.778515187,2.587725043,5.297704813,2.136546886,2.3985213,0.254073,43.431132,38.519483,4.911649,4.093254,0.430264,0.256626,0.121291,0.010214,0.095756,0.084265,1.249936,0.191512,1.433788,23.789643,18.201318,5.588325,1.654665,3.93366,13.703335,10.202492,3.500843
Missouri,Carroll,29033,8679,13,,,,,,,Statewide,No,All NonNoEssential Businesses,>10 People Prohibited,Yes,Closed except for takeout/delivery,No,Yes,8457,6.337944898,6.503488235,5.368333925,3.878443893,2.104765283,5.67577155,5.17914154,4.895352962,10.87856214,13.43265934,14.4495684,11.09140357,5.462930117,2.341255764,1.489890032,0,0,0,0.094596193,0,0.070947144,0.496630011,0,0,0.070947144,0.212841433,0,0,0,0,0,0,0,0,0,0,0.496630011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827716684,0,0,0,0,0,0,0.094596193,0.520279059,0.331086674,0.614875251,0,0,0,0,0,1.040558118,1.277048599,7.047416341,3.476410074,4.185881518,0.192242,35.768404,32.149723,3.618681,2.465227,0.735045,0.271401,0,0.147009,0,0,0.735045,0.633269,3.991858,27.230578,21.994798,5.23578,1.53794,3.69784,12.936786,11.51193,1.424856
Missouri,Carter,29035,5982,13,,,,,,,Statewide,No,All NonNoEssential Businesses,>10 People Prohibited,Yes,Closed except for takeout/delivery,No,Yes,5900,5.694915254,4.983050847,8.06779661,4.169491525,2.101694915,5.118644068,5.084745763,4.949152542,11.08474576,13.38983051,15.05084746,11.3559322,5.898305085,0.677966102,0,0,0,0,0.06779661,0,0,0.033898305,0,0,0,0,0,0,0,0,0.203389831,0.644067797,0,0,0,0,0.372881356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406779661,0,0.644067797,0,0,0,0,0.406779661,0.13559322,0.338983051,0,0,0,0,0,1.728813559,3.966101695,12.74576271,3.457627119,5.898305085,0,32.677102,29.772471,2.904631,2.630305,0.112958,0.161368,0,0,0,0,1.484589,0.855253,4.260126,25.528482,19.638535,5.889947,2.162337,3.72761,12.651283,11.053736,1.597547
Missouri,Cass,29037,105780,147,,,,,,43,Statewide,No,All NonNoEssential Businesses,>10 People Prohibited,Yes,Closed except for takeout/delivery,No,Yes,93925,6.066542454,7.467660367,6.411498536,4.505722651,2.150652116,5.44902848,5.627894597,5.808890072,12.36731435,13.52355603,13.3553367,8.664359862,4.610061219,1.482033537,0.27468725,0.270428533,0.325791855,0.206547777,0.459941443,0.151184456,0.253393665,0.498269896,0.602608464,0.515304764,0.523822199,0.24700559,0.066010114,0,0,0.017034868,0.117114719,0,0.070268832,0.125632153,0,0,0.125632153,0.200159702,0.151184456,0.061751397,0.01490551,0,0,0.100079851,0.136278946,0.004258717,0.027681661,0.034069736,0.042587171,0.038328454,0.193771626,0.031940378,0.106467927,0,0.012776151,0,0,0,0,0,0,0,0,0,0.006388076,0,0,0,0,0,0.46420016,0.715464466,0.349214799,0.410966196,0.029811019,0.472717594,0.342826723,0.404578121,0.726111259,0.470588235,0.355602875,0.146925739,0.038328454,0,0.085174341,0.085174341,1.57998403,1.57998403,5.331913761,3.140803833,2.866116582,0.68856,45.41187,41.277586,4.134284,3.410662,0.407098,0.179201,0.105183,0.032139,0.065253,0.033113,0.419759,0.220106,2.22443,28.072226,22.596856,5.47537,2.016985,3.458384,10.343014,8.508152,1.834862
Missouri,Cedar,29039,14349,29,4/2/2020,3,0.035706,0,0,42,Statewide,No,All NonNoEssential Businesses,>10 People Prohibited,Yes,Closed except for takeout/delivery,No,Yes,13447,6.202126868,6.172380457,7.927418755,4.640440247,2.543318212,4.506581394,5.027143601,4.625567041,10.27738529,12.04729679,13.89157433,12.73146427,7.079646018,1.993009593,0,0,0,0,0.014873206,0.014873206,0.014873206,0,0,0.044619618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07436603,0,0,0,0,0,0,0,0,0,0,0,0.133858853,0.386703354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951885179,0,0,0.133858853,0,0.342083736,0,0.490815795,0,0,0.475942589,0,0,0,0,1.427827768,1.814531122,10.75332788,4.000892392,3.539823009,0.222414,33.713589,30.78634,2.927249,1.829531,0.552447,0.265461,0.20089,0.078921,0.086096,0,0.77486,0.165017,2.81963,28.016932,21.416272,6.60066,1.980198,4.620462,13.488305,11.278519,2.209786
Missouri,Chariton,29041,7426,10,,,,,,,Statewide,No,All NonNoEssential Businesses,>10 People Prohibited,Yes,Closed except for takeout/delivery,No,Yes,7212,6.211869107,5.879090405,7.321131448,4.10427066,1.525235718,5.102606767,4.908485857,4.742096506,9.872434831,12.3682751,16.1120355,11.64725458,6.849694953,2.884082085,0,0.19412091,0.388241819,0.166389351,0.360510261,0.388241819,0,0.249584027,0.138657793,0.19412091,0.055463117,0.221852468,0,0.19412091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360510261,0,0,0,0,0,0,0,0.110926234,0,0,0,0,0,0,1.220188575,1.026067665,6.544647809,3.605102607,5.712701054,0,37.251524,32.626557,4.624967,2.928704,0.689107,0.225285,0.344553,0.437318,0,0.026504,0.609594,0.477074,3.114233,24.993374,21.839385,3.153989,1.41797,1.736019,11.834084,10.932945,0.90114
