state,county,Total,ar_Under_1_years_White,ar_1_to_9_years_White,ar_10_to_14_years_White,ar_15_to_17_years_White,ar_18_and_19_years_White,ar_20_to_24_years_White,ar_25_to_29_years_White,ar_30_to_34_years_White,ar_35_to_44_years_White,ar_45_to_54_years_White,ar_55_to_64_years_White,ar_65_to_74_years_White,ar_75_to_84_years_White,ar_85_years_and_over_White,ar_Under_1_years_Black,ar_1_to_9_years_Black,ar_10_to_14_years_Black,ar_15_to_17_years_Black,ar_18_and_19_years_Black,ar_20_to_24_years_Black,ar_25_to_29_years_Black,ar_30_to_34_years_Black,ar_35_to_44_years_Black,ar_45_to_54_years_Black,ar_55_to_64_years_Black,ar_65_to_74_years_Black,ar_75_to_84_years_Black,ar_85_years_and_over_Black,ar_Under_1_years_Native,ar_1_to_9_years_Native,ar_10_to_14_years_Native,ar_15_to_17_years_Native,ar_18_and_19_years_Native,ar_20_to_24_years_Native,ar_25_to_29_years_Native,ar_30_to_34_years_Native,ar_35_to_44_years_Native,ar_45_to_54_years_Native,ar_55_to_64_years_Native,ar_65_to_74_years_Native,ar_75_to_84_years_Native,ar_85_years_and_over_Native,ar_Under_1_years_Asian,ar_1_to_9_years_Asian,ar_10_to_14_years_Asian,ar_15_to_17_years_Asian,ar_18_and_19_years_Asian,ar_20_to_24_years_Asian,ar_25_to_29_years_Asian,ar_30_to_34_years_Asian,ar_35_to_44_years_Asian,ar_45_to_54_years_Asian,ar_55_to_64_years_Asian,ar_65_to_74_years_Asian,ar_75_to_84_years_Asian,ar_85_years_and_over_Asian,ar_Under_1_years_PI,ar_1_to_9_years_PI,ar_10_to_14_years_PI,ar_15_to_17_years_PI,ar_18_and_19_years_PI,ar_20_to_24_years_PI,ar_25_to_29_years_PI,ar_30_to_34_years_PI,ar_35_to_44_years_PI,ar_45_to_54_years_PI,ar_55_to_64_years_PI,ar_65_to_74_years_PI,ar_75_to_84_years_PI,ar_85_years_and_over_PI,ar_Under_1_years_Hispanic,ar_1_to_9_years_Hispanic,ar_10_to_14_years_Hispanic,ar_15_to_17_years_Hispanic,ar_18_and_19_years_Hispanic,ar_20_to_24_years_Hispanic,ar_25_to_29_years_Hispanic,ar_30_to_34_years_Hispanic,ar_35_to_44_years_Hispanic,ar_45_to_54_years_Hispanic,ar_55_to_64_years_Hispanic,ar_65_to_74_years_Hispanic,ar_75_to_84_years_Hispanic,ar_85_years_and_over_Hispanic,ar_Under_1_years_With_a_disability,ar_Under 5 years_ With a disability,ar_5 to 17 years_ With a disability,ar_18_to_34_years_With_a_disability,ar_35_to_64_years_With_a_disability,ar_65_to_74_years_With_a_disability,ar_75_years_and_over_With_a_disability
Alabama,Randolph,17443,444,563,471,365,208,456,426,440,972,1177,1299,1069,559,86,146,139,205,133,36,153,217,179,257,235,271,225,48,0,0,0,0,0,0,0,0,0,22,0,19,0,0,0,13,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,116,0,0,0,0,5,103,51,3,7,0,8,0,3,3,58,108,637,293,326
Alabama,Russell,29256,1006,1125,531,515,114,859,1378,1098,1815,1900,1950,1315,624,147,772,933,831,566,308,895,913,807,1513,1649,1453,686,234,139,0,0,0,0,0,0,0,0,41,12,26,5,0,0,10,0,0,0,0,16,10,16,67,14,23,8,16,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,181,142,180,69,51,1,325,131,272,134,116,5,0,0,8,8,491,600,2663,751,675
Alabama,St. Clair,76224,2394,2743,2296,1502,746,2109,2446,2382,4829,5413,5030,3762,1717,417,291,113,412,233,33,411,347,377,798,682,443,145,161,2,0,0,4,4,0,0,0,0,4,55,53,32,0,0,0,17,22,43,0,19,21,11,69,82,66,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,121,106,137,76,0,117,59,90,185,113,44,112,0,0,0,0,405,494,3260,1441,1084
Alabama,Shelby,169598,4564,4950,6130,3547,1947,4682,4668,4995,11168,12275,11237,7952,3450,946,846,935,967,619,374,853,872,948,2009,1541,1204,571,191,9,0,26,14,14,0,10,16,0,16,64,8,0,0,0,74,154,133,157,50,56,152,109,322,324,199,52,145,0,0,0,0,4,0,0,0,0,10,11,2,0,0,0,688,785,624,328,252,312,504,536,1057,714,311,142,57,17,0,0,1178,1288,4303,2346,2211
Alabama,Sumter,3201,91,64,46,10,177,168,104,81,100,148,210,174,113,24,243,291,262,285,313,487,193,111,452,495,627,363,172,31,0,0,0,0,0,0,0,0,0,3,2,0,0,0,41,0,0,0,13,60,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,1,0,0,11,11,56,176,598,181,190
Alabama,Talladega,51720,1265,1328,1562,982,499,1614,1498,1467,3053,3594,3828,2912,1343,396,772,892,675,538,353,944,992,812,1665,1697,1546,903,312,79,0,0,0,0,0,46,0,0,108,8,12,16,0,63,13,42,13,0,0,0,0,0,75,53,14,0,10,0,0,0,0,0,0,0,0,19,0,0,0,5,0,0,116,196,27,42,5,241,22,81,230,78,162,0,15,0,60,60,447,715,3214,1631,1128
Alabama,Tallapoosa,28251,662,874,614,501,277,770,767,697,1429,1891,2261,1928,909,279,434,353,463,233,329,453,95,271,546,680,691,479,130,36,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,19,10,53,33,80,31,58,23,12,11,0,1,0,0,78,355,1766,954,606
Alabama,Tuscaloosa,132877,3542,3394,3193,2099,3251,8230,5681,4204,7704,7804,7843,5513,2380,772,2317,2563,2052,1433,1254,3633,2521,1994,3601,3032,3055,1577,541,125,0,0,0,13,0,0,9,47,72,11,59,27,0,0,191,136,89,33,57,266,204,130,288,55,162,30,0,0,0,0,0,0,23,0,16,10,0,0,0,0,0,0,528,280,426,125,89,516,441,375,570,342,141,98,45,0,0,0,790,2217,4996,1962,1747
Alabama,Walker,58547,1741,1980,1545,1201,611,1668,1811,1545,3386,4101,4015,3086,1556,304,111,141,207,59,76,157,155,230,186,164,224,95,72,17,0,7,0,5,0,0,3,0,2,68,2,0,0,0,0,0,36,0,0,0,0,0,32,0,14,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,153,16,74,0,60,100,68,129,89,12,7,0,0,47,47,733,858,3057,1442,1267
Alabama,Washington,11003,281,193,462,247,121,315,320,259,656,802,799,629,342,33,0,222,277,130,177,163,60,99,172,260,282,232,57,0,0,0,0,100,0,0,0,104,74,85,206,93,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,13,0,56,0,0,5,0,0,0,0,265,261,969,535,326
Alabama,Wilcox,2903,44,24,103,53,48,73,54,68,198,95,274,227,121,31,207,154,365,227,150,259,242,127,430,429,452,324,120,36,0,0,0,0,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,38,95,396,157,141
Alabama,Winston,23001,649,593,724,440,230,602,600,669,1290,1684,1675,1397,659,165,0,0,0,0,0,2,22,0,0,6,23,0,12,0,0,0,4,0,0,0,0,0,11,3,22,27,3,0,9,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,75,44,21,0,0,0,0,150,35,0,39,30,0,0,0,0,186,322,1242,594,492
Alaska,Aleutians East,605,0,0,14,11,0,48,39,14,52,149,70,19,3,5,0,0,0,0,0,6,48,17,50,13,2,0,0,0,35,37,70,22,32,43,49,56,111,116,80,59,26,11,0,5,5,0,4,43,16,32,67,132,141,10,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,6,5,5,3,0,27,50,0,30,74,15,0,0,0,0,0,16,7,93,43,32
Alaska,Aleutians West,1699,36,57,23,15,10,102,107,122,200,293,176,48,5,0,0,0,0,0,0,0,17,41,73,61,22,0,0,0,18,20,13,5,6,18,26,25,48,50,60,38,20,2,36,33,37,21,65,155,92,97,188,272,182,42,0,0,7,4,7,0,0,14,21,24,17,6,1,0,0,0,20,72,49,14,1,60,20,36,49,100,20,2,0,0,0,0,11,21,175,38,19
Alaska,Anchorage,186522,5703,5101,5086,3043,1924,8139,9044,8489,12961,13342,13589,7581,2648,662,544,387,740,411,313,919,812,695,1198,1170,986,404,117,28,892,1047,1002,572,195,936,880,640,1230,1204,849,379,116,45,971,1195,1260,738,382,1227,1197,868,1502,1497,1287,768,306,45,335,334,466,301,59,330,359,258,410,346,226,110,12,0,1608,1150,1347,649,444,1789,1535,1231,1618,1078,774,339,139,29,50,50,1664,2801,6905,2844,2097
Alaska,Bethel,1986,67,50,76,39,10,31,90,92,134,169,200,95,19,0,0,0,3,3,0,1,0,1,38,14,33,0,0,0,846,728,824,490,278,593,624,490,773,857,711,332,126,13,0,14,0,0,4,4,2,0,28,16,14,16,13,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,5,48,78,0,2,16,13,2,27,11,6,0,0,0,16,16,50,98,552,249,122
Alaska,Bristol Bay,501,8,15,19,11,2,12,19,8,61,67,57,26,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,7,7,2,3,16,10,7,17,29,33,10,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,4,0,0,5,0,0,0,0,0,0,1,0,38,18,9
Alaska,Denali,1810,38,21,55,18,15,135,37,42,114,179,201,61,21,0,0,0,0,0,0,7,8,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,3,7,0,0,0,18,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,14,10,147,25,20
Alaska,Dillingham,875,24,21,22,12,1,5,12,63,81,63,100,51,13,0,0,0,0,0,5,0,4,0,0,2,3,0,0,0,169,170,168,97,66,173,154,116,164,200,216,94,42,10,1,1,0,0,0,0,2,0,29,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,1,4,9,0,0,10,5,17,0,6,0,0,0,33,60,165,75,57
Alaska,Fairbanks North Star,75281,2803,2209,2517,1198,1029,5034,4363,3583,5004,4581,4829,3046,847,260,90,39,122,49,142,582,472,45,547,289,167,92,0,23,362,302,242,158,231,225,306,281,569,208,239,153,154,7,89,78,42,12,40,220,256,119,173,130,163,56,20,0,108,23,0,0,5,14,7,94,19,7,0,0,0,0,484,228,442,149,209,812,566,416,410,402,202,47,0,0,30,30,514,1109,2181,1348,740
Alaska,Haines,2040,61,91,50,1,24,21,70,126,144,139,114,213,18,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,2,0,0,2,7,2,16,54,0,0,0,0,0,7,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,14,1,0,0,0,0,22,3,6,2,0,0,0,0,24,4,27,126,6
Alaska,Hoonah-Angoon,971,5,2,15,1,0,5,24,27,42,100,144,106,12,5,0,0,0,2,0,0,0,2,17,25,17,0,0,0,40,22,14,13,7,52,24,25,49,56,65,47,27,1,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,3,1,1,0,2,17,0,14,9,2,3,2,0,2,2,9,23,49,51,41
Alaska,Juneau,22182,587,653,465,367,253,630,856,903,1582,1797,1895,1116,294,116,0,0,0,0,0,8,73,0,4,67,31,14,0,0,156,124,124,40,11,155,158,139,220,234,215,80,56,0,61,115,54,70,42,84,86,50,130,187,144,87,12,13,3,4,4,5,0,104,1,0,25,13,101,0,0,0,180,134,51,99,41,53,140,142,139,105,42,25,11,0,3,3,180,255,733,387,242
Alaska,Kenai Peninsula,48489,1417,1324,1616,893,556,1413,1552,1553,2940,3366,4406,3069,1039,289,18,4,0,0,0,16,40,0,79,22,14,34,0,0,151,173,109,94,97,301,211,165,266,253,232,140,29,1,1,35,42,34,27,3,35,7,61,47,51,10,0,0,0,22,6,0,0,9,51,5,14,15,0,0,0,0,107,93,138,60,80,103,84,79,258,67,50,102,5,0,82,82,269,364,2006,1085,743
Alaska,Ketchikan Gateway,9219,232,223,252,156,83,278,359,325,605,720,801,535,162,79,7,0,0,0,0,8,22,4,11,1,20,7,0,0,86,83,82,40,6,96,47,73,128,103,144,67,21,13,16,25,30,35,17,49,11,48,63,42,76,72,4,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,17,40,23,0,15,35,13,63,80,25,10,7,0,11,11,59,105,493,186,178
Alaska,Kodiak Island,7284,271,254,252,72,71,289,375,330,553,476,618,253,81,16,0,0,0,0,0,3,2,0,5,0,0,0,0,0,105,87,74,40,5,88,88,51,162,88,90,37,33,13,83,194,131,113,80,129,104,87,162,304,254,144,4,0,0,0,12,0,0,8,1,13,2,0,4,0,0,0,16,90,29,19,37,66,43,79,90,73,89,0,0,0,51,51,126,198,366,139,62
Alaska,Kusilvak,319,0,0,5,0,0,10,25,37,34,64,76,5,1,0,8,0,3,0,0,0,37,0,5,0,2,0,0,0,521,458,433,232,141,303,326,247,346,370,334,138,48,6,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3,0,0,2,59,0,0,7,0,0,0,0,6,6,44,45,264,107,45
Alaska,Lake and Peninsula,314,8,6,9,15,0,3,8,10,29,28,44,16,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,37,33,25,16,11,73,28,35,69,59,65,13,12,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,13,66,20,10
Alaska,Matanuska-Susitna,85927,2989,3033,3338,1871,962,2614,3022,3216,6068,6212,6500,3632,1238,305,0,23,53,33,0,87,80,8,122,102,66,53,12,0,230,220,229,130,140,399,289,293,271,284,272,126,62,0,26,75,47,47,51,13,50,48,39,48,47,33,2,5,4,4,17,0,0,31,0,4,5,4,12,0,0,0,277,230,302,133,71,195,240,227,342,240,146,48,42,0,32,32,632,1003,3216,1241,912
Alaska,Nome,1601,66,30,36,18,11,41,52,72,127,146,169,81,32,0,4,0,6,0,0,0,13,0,19,10,0,0,0,0,367,482,368,215,137,293,306,268,391,391,337,200,64,9,0,0,0,0,1,42,2,0,3,5,46,1,0,0,0,0,0,0,5,0,0,0,0,6,4,0,0,0,12,14,24,13,0,0,19,0,11,6,14,4,0,0,5,5,32,56,246,154,76
Alaska,North Slope,3099,6,11,41,41,8,79,63,388,408,654,656,127,8,0,0,0,0,0,0,16,0,18,22,9,8,0,0,0,323,284,236,109,70,187,272,191,252,322,255,134,36,16,30,20,12,12,3,3,19,23,68,35,58,26,0,0,10,14,15,5,0,11,10,23,18,1,8,0,0,0,0,8,14,3,4,23,8,15,23,28,35,5,0,0,18,18,35,103,306,108,34
Alaska,Northwest Arctic,859,0,23,0,25,0,32,24,52,101,90,122,41,5,0,0,13,0,0,0,6,10,0,4,0,20,0,0,0,391,392,314,172,98,274,328,221,311,360,266,128,79,6,0,0,0,0,0,2,0,4,5,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,4,3,4,12,0,16,10,9,0,0,0,4,4,35,24,194,92,67
Alaska,Petersburg,2346,68,67,45,52,14,165,75,43,117,114,180,185,111,16,0,0,1,0,0,6,7,1,0,1,0,0,0,0,8,8,5,5,20,9,14,3,9,9,10,8,0,0,0,20,3,6,0,5,0,0,31,16,22,10,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,4,2,1,0,146,3,0,16,0,7,3,0,0,2,2,9,33,80,92,118
Alaska,Prince of Wales-Hyder,3053,66,75,87,45,29,71,89,75,193,298,359,242,80,2,0,0,0,0,0,2,4,0,0,6,6,0,0,0,88,107,123,62,32,75,87,83,163,210,155,128,48,8,0,0,0,5,0,0,0,8,0,3,4,0,3,0,0,4,0,0,4,0,4,0,2,0,5,1,0,0,0,41,19,1,0,14,21,2,8,13,5,0,7,0,7,7,36,83,367,213,112
Alaska,Sitka,5655,118,152,164,101,25,167,204,224,426,411,477,280,94,38,2,1,0,0,0,1,15,0,1,15,0,0,0,0,26,36,55,24,21,18,52,24,66,70,65,51,29,29,16,27,23,21,13,17,12,4,54,43,26,41,18,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,65,20,10,7,22,44,20,38,39,13,0,21,0,0,0,75,45,200,117,149
Alaska,Skagway,917,16,30,13,12,21,14,46,37,73,68,79,57,14,1,0,0,0,0,0,2,3,4,0,4,0,0,0,0,4,0,0,0,0,0,0,15,1,0,3,1,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,2,2,12,0,6,0,0,0,0,0,0,0,3,33,20,14
Alaska,Southeast Fairbanks,5269,183,179,169,112,98,121,208,197,362,429,454,308,114,4,0,0,0,0,0,0,18,3,0,10,3,0,0,0,28,37,45,26,57,14,43,33,76,52,23,35,10,4,0,17,36,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,2,13,0,31,36,19,10,10,13,0,0,0,0,0,55,93,313,106,81
Alaska,Valdez-Cordova,6803,324,212,195,135,50,204,224,247,444,572,681,432,42,3,0,0,6,0,12,0,0,0,3,2,0,0,0,0,7,58,5,5,4,95,41,62,73,111,32,63,3,40,3,0,36,3,3,0,0,52,9,7,11,5,0,0,2,0,2,2,1,12,0,1,1,1,23,0,0,0,47,5,44,5,0,28,5,1,47,25,3,17,0,0,3,3,25,23,311,192,92
Alaska,Wrangell,1670,24,22,32,38,20,15,16,61,83,97,260,121,101,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,21,23,16,2,7,20,6,23,17,25,16,3,26,0,0,0,6,0,13,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,11,0,3,0,0,29,0,0,0,4,19,67,57,118
Alaska,Yakutat,309,4,4,11,5,0,0,8,16,21,38,25,23,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,7,3,2,2,9,12,3,17,11,16,9,6,1,3,0,3,6,2,4,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,0,0,0,5,3,4,0,0,0,0,0,0,0,2,0,17,16,6
Alaska,Yukon-Koyukuk,1229,25,31,57,27,8,23,45,43,108,58,131,125,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,196,125,85,49,128,155,136,225,210,281,175,52,29,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,13,5,3,4,6,3,6,3,0,0,6,0,0,0,41,22,254,92,74
Arizona,Apache,16362,505,490,504,229,175,321,396,509,952,952,1356,1152,700,119,0,0,0,1,5,0,36,12,51,75,29,20,4,0,1808,2183,2217,1409,862,2230,2023,1574,2903,3114,2646,1651,765,273,16,16,10,0,0,0,18,8,5,90,0,19,0,0,0,0,0,4,0,0,0,0,0,2,4,0,0,0,270,195,211,34,87,129,183,190,351,202,209,42,185,2,8,8,108,764,2137,1225,1122
Arizona,Cochise,107243,3165,3616,2744,1893,1390,3532,3693,3613,6171,6085,6957,6819,3983,1033,73,168,157,85,83,383,282,242,416,309,357,179,46,9,70,65,102,9,19,40,119,34,179,103,87,49,31,10,26,9,53,4,20,60,186,75,119,112,109,67,0,0,37,8,24,0,14,15,13,8,49,12,31,0,19,0,1864,2236,1682,1145,838,1891,1827,1669,2655,2265,1993,1319,683,239,37,37,767,976,3531,2510,2680
Arizona,Coconino,89502,2056,1735,2594,1264,2896,6135,3479,2693,4800,5004,5885,4200,1536,447,0,70,0,37,189,275,13,2,77,15,91,35,41,0,1671,1530,1631,965,588,1849,1643,1292,2212,1809,1449,751,410,139,0,30,50,43,148,333,180,27,156,128,93,0,46,0,0,0,0,0,11,44,6,0,0,0,6,0,0,0,784,626,1055,478,875,1139,885,696,1194,913,712,376,159,46,4,4,810,1406,3510,1513,1271
Arizona,Gila,41095,850,920,1020,614,289,976,887,912,1679,2315,3440,3882,2144,531,0,29,0,4,0,5,4,20,18,21,2,36,7,0,481,464,378,206,87,321,339,283,423,378,365,214,79,5,0,7,10,7,5,0,0,18,42,19,38,15,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,418,484,329,251,85,450,325,285,546,568,549,449,278,19,28,28,345,335,2256,1791,1576
Arizona,Graham,29917,1032,1078,1256,717,497,1249,1240,1214,2171,1840,1616,1191,649,196,0,0,10,0,45,51,83,94,108,169,58,31,7,11,268,231,150,119,86,164,276,187,290,217,186,126,50,0,18,0,0,0,4,0,22,39,21,0,2,0,1,0,5,0,0,0,0,25,0,0,0,11,0,0,0,0,446,420,640,340,267,739,712,724,1038,696,524,310,119,86,0,0,223,290,680,513,563
Arizona,Greenlee,8642,413,273,415,315,59,321,306,315,592,520,536,207,263,49,12,3,16,11,0,16,5,12,14,0,15,3,0,0,2,53,3,20,7,53,28,9,25,18,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,154,226,169,80,193,162,173,317,232,210,25,162,22,0,0,120,59,311,28,221
Arizona,La Paz,15914,267,433,204,198,167,292,317,251,545,642,1050,1854,1690,372,2,0,0,0,0,33,5,8,0,0,50,0,16,0,159,121,112,135,72,54,58,122,187,171,156,111,30,0,0,0,0,0,0,4,0,3,0,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,360,198,185,69,255,216,227,412,317,255,162,74,24,0,0,79,150,699,507,1094
Arizona,Maricopa,3301814,100418,104441,109466,65709,41952,106343,118707,112061,210323,216349,195219,148390,77323,25403,9169,9754,8902,5354,3694,10188,11063,9260,16198,14340,11062,5683,2061,526,3415,3217,3669,2199,1458,3750,4344,3479,5483,4157,2749,1172,475,151,5188,5070,5403,2912,1968,6551,7893,8052,14837,10948,7411,4452,2001,740,517,289,321,152,144,432,528,502,796,577,267,211,43,30,63355,65711,65172,37606,23938,59570,56484,50996,91986,70949,42161,20164,7683,1980,1683,1683,22798,31978,82495,41998,50695
Arizona,Mohave,186510,4095,4693,4749,2909,1640,4034,5042,4580,8457,10752,14828,16374,9455,2509,61,78,19,17,13,127,149,123,280,127,152,132,80,0,143,123,200,100,40,241,141,158,285,317,141,120,55,16,55,23,135,0,0,90,13,70,278,97,76,48,75,2,77,76,0,0,0,38,0,65,0,24,9,19,5,0,1287,1360,1459,825,572,1563,1544,1426,2248,1911,1620,1112,603,67,0,0,1003,1897,8991,5952,6137
Arizona,Navajo,51934,1530,1861,1616,1029,553,1164,1448,1195,2632,2981,3992,3843,1820,570,40,12,2,2,0,149,100,62,81,107,95,32,32,4,2135,2119,2202,1304,700,1858,1962,1536,2425,2664,2308,1287,601,183,27,22,20,24,17,13,36,31,27,30,22,33,1,0,8,0,10,10,0,2,5,0,6,3,0,0,0,0,636,614,558,326,228,318,906,573,866,627,550,353,107,89,36,36,816,1130,3780,1951,1895
Arizona,Pima,777452,20264,21439,21713,12850,10939,32556,23940,22568,41262,43445,49597,45007,24887,8117,1327,1169,1071,789,809,2098,1713,1618,2716,2332,2289,1149,559,113,1357,1578,1725,914,623,2474,1656,1465,2505,2076,1509,881,302,52,551,458,837,486,801,2582,1295,898,1795,1616,1219,835,350,204,27,103,11,53,16,46,77,43,173,143,63,62,9,0,15840,16497,16596,9930,7264,19444,14701,13008,23771,19041,14797,8629,3597,1452,285,285,6939,10178,26184,13522,16255
Arizona,Pinal,336611,9258,10690,11296,6102,3480,9684,11651,11986,23709,19894,20046,22102,12068,2265,503,792,670,486,319,894,856,883,1857,1508,998,581,240,19,952,729,846,576,352,1417,1152,1087,1538,1257,885,383,158,23,91,274,133,115,144,138,223,223,721,544,359,236,129,12,0,0,26,0,0,63,102,348,336,139,87,49,0,0,5126,5489,6243,3393,2344,6328,6651,6168,10406,7023,4628,2792,1130,281,42,42,2893,3590,10479,6815,6712
Arizona,Santa Cruz,39656,1431,1928,1387,995,580,1332,1125,853,1913,2172,2349,1902,1015,265,0,11,0,1,21,11,24,0,0,21,25,0,24,0,0,0,0,0,0,10,0,10,94,0,49,23,8,31,0,0,0,0,0,0,0,0,33,9,29,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533,1955,1439,1096,686,1473,1185,1007,2062,2129,1888,1255,568,200,0,0,188,489,797,638,725
Arizona,Yavapai,205647,4144,4527,4938,2958,2238,4700,4776,4435,8701,11068,16692,18568,9616,2787,21,27,62,0,33,43,37,130,34,87,119,72,28,10,206,98,84,74,26,223,110,113,179,187,131,53,36,1,29,41,0,0,113,79,50,79,77,130,169,160,12,0,0,0,0,0,0,0,25,0,0,0,24,0,0,0,1426,1554,1596,889,634,1324,1198,1180,2200,1710,1427,938,370,171,24,24,1200,2169,7244,4938,5588
Arizona,Yuma,155842,5325,5052,5123,3385,2377,7475,5341,4914,8421,7811,7514,7962,6888,1391,148,84,89,75,90,441,530,278,345,337,271,92,117,12,135,101,90,98,93,89,159,100,147,106,103,103,25,45,61,48,41,81,31,108,283,93,160,165,142,86,45,29,4,4,0,3,0,0,0,24,19,2,3,16,0,0,5994,5689,6247,3567,2586,7137,5696,4931,7778,6903,5166,2889,1645,350,32,32,1132,1268,3878,2587,3814
Arkansas,Arkansas,13146,379,443,268,345,122,327,381,309,848,813,982,760,321,144,173,173,161,126,193,98,87,142,216,268,294,161,43,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,103,0,5,30,0,115,0,0,0,0,0,5,5,395,291,976,413,295
Arkansas,Ashley,14737,412,556,412,269,150,534,399,403,763,965,995,855,456,103,212,170,210,190,130,185,27,62,294,332,353,254,88,43,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,129,64,4,0,176,4,72,12,55,17,11,3,5,0,0,205,175,1023,406,446
Arkansas,Baxter,39814,857,1087,950,624,356,788,877,960,1839,2220,2859,3084,2141,561,0,0,0,1,0,0,32,0,4,2,7,0,1,8,0,0,0,0,0,0,0,0,21,13,22,14,11,0,0,0,0,12,0,0,0,0,0,8,0,35,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14,49,56,0,23,43,0,92,89,4,25,19,38,6,4,4,156,428,1512,1076,1162
Arkansas,Benton,227609,7883,8050,9282,4960,2636,6386,7472,8087,15793,14717,12109,8784,4535,1349,211,289,170,102,130,121,150,323,538,192,134,6,17,19,178,98,158,20,48,105,253,60,296,159,145,76,32,52,470,385,321,154,81,241,754,702,1095,478,259,101,45,9,92,86,81,0,5,17,121,81,134,58,29,14,5,0,2174,2179,2466,1238,769,1833,1805,1779,3371,2452,1222,463,68,60,34,34,1105,1380,4576,2470,2595
Arkansas,Boone,35843,1140,1199,1148,719,380,1115,1050,980,2096,2243,2317,1998,967,371,0,0,14,0,26,2,0,0,9,0,0,0,0,0,2,0,0,3,0,0,50,0,0,0,18,0,0,0,0,0,0,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,34,50,70,34,4,128,22,6,46,20,22,43,18,0,164,164,316,273,1302,610,827
