State Name,County Name,Total,Male,Male: Under 5 years,Male: 5 to 9 years,Male: 10 to 14 years,Male: 15 to 17 years,Male: 18 and 19 years,Male: 20 to 24 years,Male: 25 to 29 years,Male: 30 to 34 years,Male: 35 to 44 years,Male: 45 to 54 years,Male: 55 to 64 years,Male: 65 to 74 years,Male: 75 to 84 years,Male: 85 years and over,Female,Female: Under 5 years,Female: 5 to 9 years,Female: 10 to 14 years,Female: 15 to 17 years,Female: 18 and 19 years,Female: 20 to 24 years,Female: 25 to 29 years,Female: 30 to 34 years,Female: 35 to 44 years,Female: 45 to 54 years,Female: 55 to 64 years,Female: 65 to 74 years,Female: 75 to 84 years,Female: 85 years and over,Male: Under 5 years: With a disability,Male: Under 5 years: No disability,Male: 5 to 17 years,Male: 5 to 17 years: With a disability,Male: 5 to 17 years: No disability,Male: 18 to 34 years,Male: 18 to 34 years: With a disability,Male: 18 to 34 years: No disability,Male: 35 to 64 years,Male: 35 to 64 years: With a disability,Male: 35 to 64 years: No disability,Male: 65 to 74 years: With a disability,Male: 65 to 74 years: No disability,Male: 75 years and over,Male: 75 years and over: With a disability,Male: 75 years and over: No disability,Female: Under 5 years: With a disability,Female: Under 5 years: No disability,Female: 5 to 17 years,Female: 5 to 17 years: With a disability,Female: 5 to 17 years: No disability,Female: 18 to 34 years,Female: 18 to 34 years: With a disability,Female: 18 to 34 years: No disability,Female: 35 to 64 years,Female: 35 to 64 years: With a disability,Female: 35 to 64 years: No disability,Female: 65 to 74 years: With a disability,Female: 65 to 74 years: No disability,Female: 75 years and over,Female: 75 years and over: With a disability,Female: 75 years and over: No disability
Alabama,Autauga County,42437,49.225911350943754,3.261304993284162,3.34613662605745,3.0280180031576216,2.1891274123995568,1.1381577397082736,2.8489290006362373,2.9337606334095248,3.155265452317553,6.61451092207272,7.290807550015317,6.298748733416594,4.253363809882885,2.127860122063294,0.7399203525225628,50.774088649056246,2.516671772274195,3.7302354077809454,2.92904776492212,2.1820581096684495,0.9897023823550203,2.7711666705940567,3.379126705469284,2.9973843579894903,6.425996182576525,7.467540118292999,6.480194170181681,4.988571293918043,2.9714635813087633,0.9449301317246743,0,4.215660861983647,11.855220680066923,1.6589297075665101,10.196290972500414,13.113556566204021,1.1617220821452978,11.951834484058722,24.287767749840942,4.851898107783302,19.43586964205764,2.1302165563069964,2.7593844993755448,3.2801564672337817,1.826236538869383,1.4539199283643989,0,3.473384075217381,11.95890378678983,1.180573556094917,10.778330230694912,13.738011640785164,1.3031081367674435,12.43490350401772,26.608855479887833,5.278412705893442,21.330442773994392,2.559087588660838,3.619482998326932,4.300492494756933,2.709899380257794,1.5905931144991399
Alabama,Baldwin County,179526,48.92661787150608,2.7032296157659617,2.6363869300268483,3.4307008455599743,1.877722446887916,0.9970700622751022,2.51217093902833,2.6932032129050945,2.7411071376847924,5.867673763131802,6.739970812027226,6.899836235419938,6.013613626995533,3.038557089223845,0.7753751545737108,51.073382128493925,2.623575415260185,2.8112919577108606,2.815748136760135,1.7841426868531578,0.9686619208359791,2.3545336051602552,2.7867829729398528,2.7723003910297117,6.113320633223043,7.044105032140191,7.762663903835657,6.66867194723884,3.3198533917092785,1.2477301337967759,0.03063623096376012,3.2307298107237945,9.57354366498446,0.575404119737531,8.998139545246927,10.355603088132082,0.808239475062108,9.547363613069972,21.661486358521888,3.0251885520760227,18.63629780644586,1.9072446330893575,4.552543921214754,3.8629502133395723,1.8693671111705268,1.9935831021690453,0.038991566681149246,3.166115214509319,9.355190891570023,0.28352439201007096,9.071666499559953,10.781725209718926,0.6957209540679344,10.086004255650991,23.968673061283603,2.9522186201441576,21.016454441139444,1.7145148892082482,5.423726925347861,4.81768657464657,2.176286443189287,2.641400131457282
Alabama,Barbour County,12216,52.873280943025534,2.06286836935167,2.0546823837590047,2.635887360838245,1.719056974459725,0.8431565160445317,2.914210870988867,3.7000654878847414,3.3808120497707925,7.285527177472168,7.784872298624755,7.498362802881467,6.786182056319581,3.691879502292076,0.5157170923379175,47.12671905697446,1.899148657498363,2.406679764243615,2.7832351015062216,1.4652914210870989,0.68762278978389,2.013752455795678,2.1692861820563194,2.3084479371316307,4.559593975114604,6.114931237721022,7.416502946954813,7.588408644400786,4.00294695481336,1.7108709888670595,0.09823182711198428,5.771119842829077,16.83857236411264,1.9482645710543551,14.890307793058286,19.859201047806156,1.5553372626064177,18.303863785199738,31.35232481990832,6.908971840209562,24.44335297969876,3.6673215455140804,6.180419122462345,5.656516044531762,4.117550753110674,1.538965291421087,0,5.5091683038637855,16.281925343811395,1.7845448592010478,14.497380484610348,19.05697445972495,2.701375245579568,16.355599214145382,36.18205631958088,8.92272429600524,27.259332023575638,3.7737393582187293,8.60347085789129,8.48068107400131,6.090373280943026,2.3903077930582843
Alabama,Bibb County,17268,50.85707667361594,2.8549918925179525,3.4746351633078527,2.6812601343525597,2.0268705119295807,1.2103312485522353,2.970813064628214,3.22561964327079,3.3761871670141304,6.7987028028723655,7.870048644892286,6.578642575862868,5.003474635163308,2.351169793838314,0.4343293954134816,49.142923326384064,2.8839471855455177,2.2643039147556174,3.115589529766041,1.7662728746814917,0.8860319666435024,2.8607829511234653,3.2372017604818164,2.7217975445911513,5.958999305072967,7.0535093815149414,6.671299513551077,5.362520268705119,2.7449617790132037,1.6157053509381514,0.0463284688441047,3.9610840861709518,10.678712068566133,0.7065091498725967,9.972202918693537,13.024090803798934,0.9034051424600417,12.120685661338893,22.220291869353716,3.5846652768126015,18.635626592541115,1.7894371091035441,4.337502895529303,2.970813064628214,1.8647208709752143,1.1060921936529997,0,3.3761871670141304,8.698170025480657,0.330090340514246,8.368079684966412,12.346536946953904,1.6620338197822562,10.684503127171647,23.870743571924947,4.378040305767894,19.492703266157054,1.2971971276349317,4.424368774611999,5.489923558026407,3.1966643502432244,2.2932592077831826
Alabama,Blount County,55054,49.29160460638646,2.942565481163948,2.802702800886402,3.6727576561194466,2.148799360627747,1.2660297162785628,2.8717259418025938,2.938932684273622,2.9461982780542737,6.206633487121735,7.020379990554729,6.406437316089657,5.062302466669088,2.3249900098085514,0.6811494169360991,50.70839539361355,2.730046863079885,3.3530715297707707,3.260435209067461,2.0162022741308534,0.9645075743815164,2.755476441312166,3.0097722236349767,2.868093144912268,6.304719003160534,6.918661677625604,6.602608348167253,5.748901078940676,3.3548879282159336,0.8210120972136448,0.012714789116140518,3.2804155919642533,9.129218585388891,0.39052566571003017,8.73869291967886,10.440658262796527,0.4522832128455698,9.988375049950957,20.26010825734733,3.478403022487013,16.78170523486032,1.9308315472081956,3.1260217241254042,2.997057434518836,1.3877284121044793,1.6093290224143568,0,3.0370182003124206,9.003887092672649,0.20706942274857412,8.796817669924074,10.033785011080031,0.4577324081810586,9.576052602898972,20.49987285210884,3.142369310131871,17.357503541976968,1.6093290224143568,4.303047916590983,4.177716423874741,1.6692701711047335,2.5084462527700078
Alabama,Bullock County,2276,63.44463971880492,2.0650263620386644,0.6151142355008787,1.2302284710017575,3.471001757469244,1.0105448154657293,9.13884007029877,4.173989455184534,0.5711775043936731,8.084358523725834,11.203866432337433,10.281195079086116,7.9086115992970125,3.471001757469244,0.21968365553602814,36.55536028119508,0,0,2.8558875219683655,0.39543057996485065,1.6695957820738139,0.922671353251318,0.4393673110720563,1.2302284710017575,4.789103690685413,4.789103690685413,6.590509666080843,6.4586994727592275,4.481546572934974,1.9332161687170473,0,13.927943760984181,35.984182776801404,3.3831282952548327,32.60105448154657,57.161687170474515,3.5588752196836557,53.602811950790866,99.78031634446397,16.212653778558874,83.5676625659051,8.963093145869948,12.34622144112478,7.5571177504393665,3.2952548330404214,4.261862917398945,0,12.25834797891037,32.29349736379613,2.10896309314587,30.184534270650264,35.28119507908612,3.031634446397188,32.249560632688926,85.28119507908612,12.302284710017574,72.97891036906854,4.745166959578207,15.817223198594025,17.003514938488575,5.711775043936731,11.291739894551846
Alabama,Butler County,10414,47.43614365277511,2.4966391396197425,3.072786633378145,2.7655079700403302,1.574803149606299,0.9218359900134434,2.5062415978490495,2.4390243902439024,2.352602266180142,5.310159400806606,6.078356059151142,7.922028039178029,6.222392932590743,2.5254465143076628,1.2483195698098712,52.56385634722489,2.352602266180142,2.294987516804302,2.7270981371231033,1.6228154407528328,1.0850777799116573,2.045323602842328,2.5446514307662764,2.7367005953524104,5.790282312271942,6.750528135202612,8.488573074707125,6.721720760514692,5.3389667754945265,2.064528519300941,0,5.713462646437488,17.342039562127905,1.0850777799116573,16.256961782216248,17.937391972344923,1.488381025542539,16.44901094680238,33.02285385058575,7.057806798540427,25.965047052045325,3.101594008066065,6.193585557902823,5.310159400806606,3.2552333397349718,2.054926061071634,0.11522949875168043,5.7422700211254085,14.93182254657192,0.5281352026118686,14.403687343960053,19.7714614941425,1.1330900710581908,18.63837142308431,39.65815248703668,7.86441328980219,31.793739197234494,2.1701555598233147,8.315728826579605,10.169003264835798,5.7326675628961015,4.436335701939696
Alabama,Calhoun County,85558,48.48523808410668,2.551485541971528,2.7279740059374924,3.1277028448537836,1.9460482947240467,1.164122583510601,2.960564763084691,3.2843217466513948,2.929007223170247,6.0169709436873235,6.699548844059001,6.898244465742537,5.127515837209846,2.426424180088361,0.6253068094158348,51.51476191589332,2.552654339746137,2.7221300170644476,2.7116108370929664,1.8408564950092334,1.0577619860211784,2.954720774211646,3.445615839547442,3.016667056265925,5.999438977068188,6.775520699408588,7.506019308539237,6.091774001262302,3.3766567708455084,1.4633348138105144,0.07830945089880549,3.659505832300895,11.12929240982725,1.4645036115851235,9.664788798242128,14.268683232427126,1.291521540942986,12.97716169148414,24.914093363566238,6.574487482175834,18.3396058813904,2.487201664368031,3.608078730218098,3.3591248042263726,1.7683910329834733,1.5907337712428995,0,3.931835713784801,10.496972813763762,0.6346571916127072,9.862315622151055,15.16164473222843,1.356974216321092,13.804670515907338,26.957151873582834,6.011126954814278,20.946024918768554,2.519928002057084,4.619088805254915,5.538932653872227,3.394188737464644,2.144743916407583
Alabama,Chambers County,19483,48.585946722783966,2.602268644459272,2.6535954421803623,2.3764307344864752,1.755376482061284,0.9546784376122774,3.2797823743776626,2.9564235487347945,2.540676487193964,5.676743827952574,6.718677821690705,7.134424883231535,6.128419647898167,3.079607863265411,0.7288405276394806,51.414053277216034,2.7665143971667607,1.8323666786429196,2.8589026330647234,1.5449366114048144,0.8263614433095519,2.7716470769388697,2.7921777960273055,2.576605245598727,5.794795462711082,6.862392855309757,7.991582405173742,7.119026843915208,4.121541857003542,1.5552019709490323,0,5.01976081712262,13.3193040086229,0.41061438176872145,12.90868962685418,17.584560899245496,1.2626392239388184,16.321921675306676,33.02879433352153,6.287532720833547,26.741261612687982,3.08474054303752,5.568957552738285,5.045424215983165,2.1659908638300056,2.879433352153159,0,4.988964738489965,12.631524919160295,0.29256274701021406,12.33896217215008,17.528101421752297,0.9957398757891496,16.53236154596315,35.62079761843658,7.175486321408407,28.44531129702818,3.2438536159729,7.237078478673715,7.699019658163528,3.6698660370579477,4.029153621105579
Alabama,Cherokee County,23997,49.46868358544818,2.429470350460474,2.5169812893278327,3.00037504688086,1.9544109680376713,0.9876234529316165,2.6836687919323245,2.792015668625245,2.083593782556153,5.663207900987623,7.338417302162769,7.646789181981081,6.6008251031378915,3.2504063007875983,0.5208984456390382,50.53131641455182,2.129432845772388,3.1170562987040045,2.5003125390673833,1.9044047172563237,0.8751093886735842,2.4211359753302495,2.771179730799683,2.429470350460474,5.725715714464307,6.850856357044631,7.8051423094553485,7.067550110430471,3.479601616868775,1.4543484602241947,0,2.792015668625245,8.2635329416177,0.9167812643247073,7.346751677292995,9.426178272284035,1.583531274742676,7.84264699754136,21.711047214235112,3.8838188106846685,17.827228403550443,2.4878109763720464,4.333875067716797,3.9088219360753427,1.7127140892611576,2.196107846814185,0.012501562695336917,2.212776597074634,8.74692669917073,0.4417218819019044,8.305204817268825,8.87610951368921,0.9292828270200442,7.9468266866691675,21.83189565362337,4.483893820060841,17.348001833562527,2.2336125349001956,5.0673000791765634,4.721423511272242,2.6086594157603034,2.112764095511939
